#MaryWhalen  - #PortSideNY,,,,,,,,,,,
7/11/23 12:00 AM : 1 Year,,,,,,,,,,,
,,PortSide NewYork,PortSide NewYork,PortSide NewYork,MaryWhalenAQI monitor,MaryWhalenAQI monitor,MaryWhalenAQI monitor,MaryWhalenAQI monitor,MaryWhalenAQI monitor,MaryWhalenAQI monitor,
,Barometer,"Vantage Vue, Wireless","Vantage Vue, Wireless","Vantage Vue, Wireless",AirLink,AirLink,AirLink,AirLink,AirLink,AirLink,
,,,,,,,,,,,
Date & Time,Barometer - in Hg,Avg Wind Speed - mph,Avg Wind Dir,Rain - in,AQI_adj,PM 1 - ug/m³,PM 2.5 - ug/m³,PM 10 - ug/m³,Temp - °F,Hum - %,AQI
8/13/23 6:45 PM,29.90,7,W,0.00,10,5,5,5,85,51,22
8/13/23 7:00 PM,29.90,9,W,0.00,9,4,5,5,85,55,19
8/13/23 7:15 PM,29.91,8,WSW,0.00,9,4,4,4,84,54,18
8/13/23 7:30 PM,29.92,7,W,0.00,10,4,5,5,83,60,21
8/13/23 7:45 PM,29.92,6,WSW,0.00,10,4,5,5,82,62,21
8/13/23 8:00 PM,29.92,5,WSW,0.00,11,5,6,6,81,64,23
8/13/23 8:15 PM,29.93,4,WSW,0.00,11,5,6,6,80,64,24
8/13/23 8:30 PM,29.94,6,W,0.00,12,5,6,6,80,61,24
8/13/23 8:45 PM,29.94,7,W,0.00,10,4,5,5,80,61,21
8/13/23 9:00 PM,29.95,6,W,0.00,11,5,6,6,80,61,23
8/13/23 9:15 PM,29.96,4,W,0.00,11,5,6,6,80,66,23
8/13/23 9:30 PM,29.96,2,W,0.00,13,6,6,7,79,69,27
8/13/23 9:45 PM,29.97,3,W,0.00,13,6,7,7,78,70,28
8/13/23 10:00 PM,29.97,3,W,0.00,15,6,7,8,78,72,30
8/13/23 10:15 PM,29.97,3,W,0.00,15,6,7,8,77,71,30
8/13/23 10:30 PM,29.98,2,WSW,0.00,14,6,7,7,77,70,30
8/13/23 10:45 PM,29.98,2,WSW,0.00,15,7,8,8,77,73,32
8/13/23 11:00 PM,29.98,2,SW,0.00,17,7,8,9,77,74,34
8/13/23 11:15 PM,29.98,2,WSW,0.00,20,8,10,10,76,76,41
8/13/23 11:30 PM,29.99,2,WSW,0.00,22,9,11,12,76,76,46
8/13/23 11:45 PM,29.98,2,W,0.00,23,10,12,12,76,76,48
8/14/23 12:00 AM,29.98,2,WNW,0.00,45,17,23,25,75,75,73
8/14/23 12:15 AM,29.98,0,WNW,0.00,50,16,25,28,75,74,78
8/14/23 12:30 AM,29.98,1,SW,0.00,16,7,8,9,75,78,34
8/14/23 12:45 AM,29.98,0,SW,0.00,20,8,10,10,74,78,41
8/14/23 1:00 AM,29.97,0,SW,0.00,18,8,9,9,74,78,37
8/14/23 1:15 AM,29.98,0,SW,0.00,19,8,10,10,74,78,40
8/14/23 1:30 AM,29.97,2,SW,0.00,21,9,10,11,74,78,44
8/14/23 1:45 AM,29.98,1,S,0.00,21,9,11,11,74,76,44
8/14/23 2:00 AM,29.98,0,S,0.00,23,10,11,12,74,78,48
8/14/23 2:15 AM,29.97,1,S,0.00,23,10,12,12,74,78,49
8/14/23 2:30 AM,29.97,1,S,0.00,22,10,11,12,74,79,47
8/14/23 2:45 AM,29.97,1,S,0.00,21,9,11,11,74,79,44
8/14/23 3:00 AM,29.97,1,S,0.00,22,9,11,12,74,78,46
8/14/23 3:15 AM,29.98,0,N,0.00,22,9,11,12,74,77,47
8/14/23 3:30 AM,29.97,0,N,0.00,22,10,11,11,73,78,46
8/14/23 3:45 AM,29.97,0,S,0.00,28,11,14,15,73,80,55
8/14/23 4:00 AM,29.97,0,N,0.00,43,14,21,24,72,82,70
8/14/23 4:15 AM,29.96,0,N,0.00,24,10,12,12,72,81,49
8/14/23 4:30 AM,29.96,0,N,0.00,20,8,10,10,72,80,41
8/14/23 4:45 AM,29.96,0,S,0.00,18,8,9,9,72,80,37
8/14/23 5:00 AM,29.96,1,S,0.00,19,8,10,10,72,86,40
8/14/23 5:15 AM,29.96,1,S,0.00,23,10,11,12,72,82,47
8/14/23 5:30 AM,29.97,1,S,0.00,21,9,11,11,72,88,45
8/14/23 5:45 AM,29.97,1,S,0.00,22,9,11,11,72,89,46
8/14/23 6:00 AM,29.97,2,S,0.00,23,10,11,12,72,90,47
8/14/23 6:15 AM,29.98,1,S,0.00,26,11,13,13,72,88,52
8/14/23 6:30 AM,29.98,1,S,0.00,32,13,16,16,72,88,59
8/14/23 6:45 AM,29.98,3,SSE,0.00,36,15,18,19,72,87,63
8/14/23 7:00 AM,29.97,2,SSE,0.00,38,16,19,20,72,84,66
8/14/23 7:15 AM,29.98,1,SSE,0.00,28,12,14,15,73,83,55
8/14/23 7:30 AM,29.98,3,S,0.00,29,12,15,15,73,80,56
8/14/23 7:45 AM,29.98,3,S,0.00,24,10,12,12,73,78,50
8/14/23 8:00 AM,29.98,2,S,0.00,24,10,12,13,73,78,51
8/14/23 8:15 AM,29.98,2,S,0.00,26,11,13,14,74,77,53
8/14/23 8:30 AM,29.99,2,S,0.00,29,12,15,16,75,78,56
8/14/23 8:45 AM,30.00,2,W,0.00,35,14,18,19,75,76,62
8/14/23 9:00 AM,30.00,2,W,0.00,32,13,16,17,75,75,59
8/14/23 9:15 AM,30.01,2,WSW,0.00,39,16,20,21,76,76,67
8/14/23 9:30 AM,30.01,1,WSW,0.00,36,14,18,20,77,70,64
8/14/23 9:45 AM,30.01,2,SW,0.00,29,12,14,16,78,64,56
8/14/23 10:00 AM,30.01,2,SW,0.00,23,9,11,12,80,60,48
8/14/23 10:15 AM,30.02,2,SW,0.00,28,12,14,15,81,64,55
8/14/23 10:30 AM,30.02,2,SSW,0.00,38,15,19,20,81,63,66
8/14/23 10:45 AM,30.02,2,SSW,0.00,33,14,17,18,81,62,61
8/14/23 11:00 AM,30.02,2,SW,0.00,29,12,14,15,81,61,56
8/14/23 11:15 AM,30.01,1,SW,0.00,23,9,11,12,82,55,47
8/14/23 11:30 AM,30.01,1,WSW,0.00,14,6,7,7,84,52,29
8/14/23 11:45 AM,30.01,2,WSW,0.00,12,5,6,6,84,51,25
8/14/23 12:00 PM,30.01,1,SSW,0.00,12,6,6,7,84,51,26
8/14/23 12:15 PM,30.00,3,S,0.00,14,6,7,7,83,53,29
8/14/23 12:30 PM,30.00,3,SSE,0.00,15,6,7,8,82,53,31
8/14/23 12:45 PM,29.99,2,S,0.00,14,6,7,7,84,49,28
8/14/23 1:00 PM,29.99,3,SSW,0.00,13,6,6,7,87,48,27
8/14/23 1:15 PM,29.99,4,S,0.00,17,7,8,9,88,48,35
8/14/23 1:30 PM,29.98,4,SSW,0.00,18,8,9,9,88,48,37
8/14/23 1:45 PM,29.97,5,SSE,0.00,20,9,10,10,87,52,41
8/14/23 2:00 PM,29.97,5,S,0.00,21,9,10,11,86,52,44
8/14/23 2:15 PM,29.97,5,SSE,0.00,23,10,11,12,86,52,47
8/14/23 2:30 PM,29.96,5,SSE,0.00,21,10,11,11,86,50,45
8/14/23 2:45 PM,29.96,5,SSE,0.00,24,10,12,12,87,52,50
8/14/23 3:00 PM,29.95,7,SSE,0.00,26,11,13,13,86,53,52
8/14/23 3:15 PM,29.95,8,SE,0.00,27,12,14,14,85,52,54
8/14/23 3:30 PM,29.94,7,SE,0.00,24,11,12,12,86,50,50
8/14/23 3:45 PM,29.94,7,SE,0.00,23,11,12,12,86,50,48
8/14/23 4:00 PM,29.93,8,SSE,0.00,23,11,12,12,86,50,49
8/14/23 4:15 PM,29.93,8,SE,0.00,24,11,12,12,85,52,50
8/14/23 4:30 PM,29.92,10,SSE,0.00,25,12,13,13,84,53,52
8/14/23 4:45 PM,29.92,9,SSE,0.00,25,11,12,13,84,53,51
8/14/23 5:00 PM,29.91,9,SE,0.00,24,11,12,12,84,53,49
8/14/23 5:15 PM,29.91,9,ESE,0.00,22,10,11,11,84,54,45
8/14/23 5:30 PM,29.91,11,ESE,0.00,17,8,8,9,82,54,36
8/14/23 5:45 PM,29.90,10,ESE,0.00,15,7,8,8,82,52,31
8/14/23 6:00 PM,29.91,11,ESE,0.00,10,5,5,6,82,51,22
8/14/23 6:15 PM,29.92,10,SE,0.00,10,4,5,5,82,53,21
8/14/23 6:30 PM,29.91,9,ESE,0.00,10,5,5,5,81,56,21
8/14/23 6:45 PM,29.91,9,ESE,0.00,14,6,7,7,80,63,28
8/14/23 7:00 PM,29.91,9,ESE,0.00,15,7,7,8,79,62,31
8/14/23 7:15 PM,29.91,7,ESE,0.00,16,7,8,9,79,64,34
8/14/23 7:30 PM,29.91,6,ESE,0.00,17,8,9,9,79,65,36
8/14/23 7:45 PM,29.91,6,SE,0.00,17,8,8,9,79,69,35
8/14/23 8:00 PM,29.91,8,ESE,0.00,18,8,9,10,78,70,38
8/14/23 8:15 PM,29.91,9,ESE,0.00,18,8,9,10,77,71,38
8/14/23 8:30 PM,29.91,9,ESE,0.00,19,8,10,10,77,74,40
8/14/23 8:45 PM,29.91,6,ESE,0.00,20,9,10,10,77,75,42
8/14/23 9:00 PM,29.91,5,ESE,0.00,19,8,10,10,77,73,40
8/14/23 9:15 PM,29.90,7,ESE,0.00,18,8,9,9,77,74,38
8/14/23 9:30 PM,29.90,8,ESE,0.00,22,9,11,11,76,80,45
8/14/23 9:45 PM,29.90,9,ESE,0.00,23,10,11,12,75,78,47
8/14/23 10:00 PM,29.90,8,ESE,0.00,23,10,11,12,76,79,47
8/14/23 10:15 PM,29.90,8,ESE,0.00,25,10,12,13,76,78,51
8/14/23 10:30 PM,29.90,7,ESE,0.00,23,10,12,12,76,81,48
8/14/23 10:45 PM,29.90,6,ESE,0.00,25,11,12,13,76,83,52
8/14/23 11:00 PM,29.89,5,ESE,0.00,25,10,12,13,76,83,52
8/14/23 11:15 PM,29.88,4,ESE,0.00,25,10,12,13,76,83,52
8/14/23 11:30 PM,29.88,5,ESE,0.00,24,10,12,12,76,82,49
8/14/23 11:45 PM,29.87,3,ESE,0.00,24,10,12,12,76,81,49
8/15/23 12:00 AM,29.86,4,E,0.00,28,11,14,15,76,83,55
8/15/23 12:15 AM,29.85,3,ENE,0.00,27,11,13,14,77,83,53
8/15/23 12:30 AM,29.85,1,NNE,0.00,28,12,14,15,77,83,55
8/15/23 12:45 AM,29.83,4,ENE,0.00,30,12,15,15,76,90,57
8/15/23 1:00 AM,29.82,3,ENE,0.00,31,12,15,16,75,90,58
8/15/23 1:15 AM,29.82,4,E,0.01,31,13,16,16,75,93,58
8/15/23 1:30 AM,29.80,5,NNE,0.16,36,14,18,20,75,97,64
8/15/23 1:45 AM,29.80,4,NNE,0.37,38,14,19,20,74,100,65
8/15/23 2:00 AM,29.78,3,N,0.12,42,15,21,23,73,100,70
8/15/23 2:15 AM,29.78,3,NE,0.00,41,16,21,22,72,100,69
8/15/23 2:30 AM,29.78,3,ENE,0.01,39,15,20,20,73,100,66
8/15/23 2:45 AM,29.77,3,N,0.00,42,16,21,22,73,100,70
8/15/23 3:00 AM,29.76,3,N,0.01,38,14,19,20,73,98,65
8/15/23 3:15 AM,29.76,9,NNW,0.00,36,14,18,19,72,100,63
8/15/23 3:30 AM,29.76,7,N,0.00,35,14,17,18,72,98,62
8/15/23 3:45 AM,29.76,6,N,0.00,31,12,16,16,72,98,58
8/15/23 4:00 AM,29.74,7,N,0.00,32,13,16,17,72,98,60
8/15/23 4:15 AM,29.74,7,N,0.00,34,13,17,18,72,98,62
8/15/23 4:30 AM,29.73,9,N,0.00,32,13,16,17,72,98,59
8/15/23 4:45 AM,29.72,9,N,0.00,31,12,16,17,71,99,58
8/15/23 5:00 AM,29.72,11,N,0.00,23,10,12,12,70,100,49
8/15/23 5:15 AM,29.72,8,N,0.00,24,10,12,13,70,100,50
8/15/23 5:30 AM,29.71,7,N,0.00,27,11,13,14,70,99,54
8/15/23 5:45 AM,29.72,8,N,0.00,25,10,12,13,70,100,52
8/15/23 6:00 AM,29.73,8,N,0.00,23,9,11,12,70,99,48
8/15/23 6:15 AM,29.72,7,N,0.01,23,9,11,12,70,100,47
8/15/23 6:30 AM,29.73,5,N,0.00,22,9,11,12,70,100,46
8/15/23 6:45 AM,29.73,5,N,0.00,21,9,11,12,70,100,45
8/15/23 7:00 AM,29.74,5,NNW,0.00,23,9,11,12,70,100,47
8/15/23 7:15 AM,29.74,5,NNW,0.00,19,8,10,10,71,97,40
8/15/23 7:30 AM,29.75,2,N,0.00,21,9,10,11,72,94,43
8/15/23 7:45 AM,29.75,3,NNW,0.00,23,9,11,12,73,93,47
8/15/23 8:00 AM,29.75,3,NW,0.00,23,10,12,12,73,92,49
8/15/23 8:15 AM,29.76,2,WNW,0.00,26,10,13,14,73,95,52
8/15/23 8:30 AM,29.76,2,SW,0.00,27,11,13,14,72,95,54
8/15/23 8:45 AM,29.76,2,WSW,0.00,26,10,13,14,73,94,53
8/15/23 9:00 AM,29.76,2,WSW,0.00,31,12,16,17,74,88,58
8/15/23 9:15 AM,29.75,4,W,0.00,35,14,17,18,77,81,62
8/15/23 9:30 AM,29.76,4,W,0.00,33,13,17,18,78,82,61
8/15/23 9:45 AM,29.77,5,W,0.00,35,14,18,18,78,80,62
8/15/23 10:00 AM,29.77,5,W,0.00,36,14,18,19,79,78,63
8/15/23 10:15 AM,29.77,5,W,0.00,30,12,15,16,80,77,57
8/15/23 10:30 AM,29.77,5,WNW,0.00,30,12,15,16,79,77,57
8/15/23 10:45 AM,29.77,7,NW,0.00,31,12,15,16,80,75,58
8/15/23 11:00 AM,29.77,8,NNW,0.00,33,13,16,17,81,74,60
8/15/23 11:15 AM,29.78,7,NW,0.00,40,15,20,21,80,73,67
8/15/23 11:30 AM,29.78,9,NW,0.00,41,16,21,22,80,75,69
8/15/23 11:45 AM,29.78,9,NW,0.00,37,14,18,19,80,74,64
8/15/23 12:00 PM,29.78,10,NNW,0.00,31,13,16,16,81,72,59
8/15/23 12:15 PM,29.78,8,NW,0.00,28,11,14,14,81,73,55
8/15/23 12:30 PM,29.79,9,NW,0.00,29,12,14,15,78,78,56
8/15/23 12:45 PM,29.79,8,NNW,0.00,27,11,14,14,77,81,54
8/15/23 1:00 PM,29.80,8,NW,0.00,27,11,14,14,77,78,54
8/15/23 1:15 PM,29.80,7,NNW,0.00,27,11,14,14,78,77,54
8/15/23 1:30 PM,29.80,5,NNW,0.00,26,11,13,14,79,72,53
8/15/23 1:45 PM,29.80,5,NNW,0.00,24,10,12,13,83,64,51
8/15/23 2:00 PM,29.79,5,NNW,0.00,23,10,12,12,85,60,49
8/15/23 2:15 PM,29.80,4,NNW,0.00,20,9,10,10,87,59,41
8/15/23 2:30 PM,29.80,6,NW,0.00,18,8,9,10,84,67,38
8/15/23 2:45 PM,29.80,6,NNW,0.00,23,10,11,12,82,69,47
8/15/23 3:00 PM,29.80,5,NNW,0.00,26,11,13,14,81,70,53
8/15/23 3:15 PM,29.81,4,NNW,0.00,28,12,14,15,83,66,55
8/15/23 3:30 PM,29.81,4,NNW,0.00,23,10,12,12,85,61,49
8/15/23 3:45 PM,29.80,5,NNW,0.00,22,10,11,12,86,59,46
8/15/23 4:00 PM,29.80,5,NNW,0.00,22,10,11,12,87,58,47
8/15/23 4:15 PM,29.80,4,NNW,0.00,22,10,11,12,88,56,47
8/15/23 4:30 PM,29.79,5,NNW,0.00,23,10,12,12,88,61,48
8/15/23 4:45 PM,29.80,6,NNW,0.00,26,11,13,13,86,62,52
8/15/23 5:00 PM,29.80,5,NNW,0.00,28,12,14,15,84,65,55
8/15/23 5:15 PM,29.80,6,NW,0.00,23,10,12,12,83,69,48
8/15/23 5:30 PM,29.80,5,NNW,0.00,25,11,13,13,82,69,52
8/15/23 5:45 PM,29.80,6,N,0.00,25,10,12,13,82,69,52
8/15/23 6:00 PM,29.79,6,N,0.00,29,12,14,15,81,69,56
8/15/23 6:15 PM,29.78,8,N,0.00,25,11,13,13,82,69,52
8/15/23 6:30 PM,29.79,9,N,0.00,24,10,12,12,82,69,50
8/15/23 6:45 PM,29.79,8,N,0.00,23,10,12,12,82,71,49
8/15/23 7:00 PM,29.78,8,N,0.00,23,10,12,12,80,74,48
8/15/23 7:15 PM,29.79,8,N,0.00,26,11,13,14,78,76,53
8/15/23 7:30 PM,29.81,8,N,0.00,23,9,11,12,77,77,47
8/15/23 7:45 PM,29.81,7,N,0.00,21,9,10,11,76,77,44
8/15/23 8:00 PM,29.81,7,N,0.00,21,9,11,11,76,78,44
8/15/23 8:15 PM,29.82,7,N,0.00,24,10,12,13,76,80,51
8/15/23 8:30 PM,29.82,6,N,0.00,28,11,14,14,75,82,55
8/15/23 8:45 PM,29.84,5,N,0.00,25,10,13,13,75,81,52
8/15/23 9:00 PM,29.85,5,N,0.00,22,9,11,11,75,80,46
8/15/23 9:15 PM,29.84,6,N,0.00,21,9,11,11,75,80,44
8/15/23 9:30 PM,29.84,6,N,0.00,24,10,12,12,75,81,49
8/15/23 9:45 PM,29.85,3,N,0.00,28,11,14,15,75,81,55
8/15/23 10:00 PM,29.86,3,NNE,0.00,27,11,14,14,75,82,54
8/15/23 10:15 PM,29.85,6,E,0.00,34,14,17,18,74,93,62
8/15/23 10:30 PM,29.85,7,E,0.00,36,14,18,20,72,94,64
8/15/23 10:45 PM,29.86,5,ENE,0.00,28,11,14,15,72,94,55
8/15/23 11:00 PM,29.86,6,E,0.00,23,10,12,12,72,95,48
8/15/23 11:15 PM,29.85,4,NNE,0.00,22,9,11,12,72,92,45
8/15/23 11:30 PM,29.85,6,N,0.00,19,8,10,10,72,91,40
8/15/23 11:45 PM,29.85,5,ENE,0.00,18,7,9,10,72,94,37
8/16/23 12:00 AM,29.85,3,ENE,0.00,19,8,10,10,72,92,40
8/16/23 12:15 AM,29.86,3,ENE,0.00,19,8,10,10,72,94,40
8/16/23 12:30 AM,29.85,3,NNE,0.00,21,8,10,11,73,91,43
8/16/23 12:45 AM,29.85,3,NE,0.00,23,9,11,12,73,90,47
8/16/23 1:00 AM,29.85,2,NNE,0.00,23,9,12,12,73,90,48
8/16/23 1:15 AM,29.85,3,NNE,0.00,23,10,11,12,73,89,48
8/16/23 1:30 AM,29.85,3,NNE,0.00,23,10,12,12,73,90,49
8/16/23 1:45 AM,29.85,4,NE,0.00,24,10,12,13,72,91,51
8/16/23 2:00 AM,29.85,2,NE,0.00,21,9,11,11,72,89,44
8/16/23 2:15 AM,29.86,4,NE,0.00,22,9,11,11,72,92,45
8/16/23 2:30 AM,29.86,4,NE,0.00,20,8,10,10,72,90,41
8/16/23 2:45 AM,29.85,4,NNE,0.00,19,8,9,10,72,90,39
8/16/23 3:00 AM,29.85,3,NE,0.00,17,7,9,9,72,92,36
8/16/23 3:15 AM,29.85,4,E,0.00,19,8,10,10,71,93,40
8/16/23 3:30 AM,29.85,2,NNE,0.00,22,9,11,12,72,91,45
8/16/23 3:45 AM,29.87,4,NNW,0.01,18,8,9,10,72,93,38
8/16/23 4:00 AM,29.88,8,NW,0.04,27,10,14,16,71,100,54
8/16/23 4:15 AM,29.87,5,NNW,0.10,25,9,12,15,69,100,52
8/16/23 4:30 AM,29.87,3,NNE,0.03,13,5,6,7,69,100,27
8/16/23 4:45 AM,29.87,2,E,0.01,15,6,7,8,69,100,30
8/16/23 5:00 AM,29.88,3,E,0.00,14,6,7,8,69,100,29
8/16/23 5:15 AM,29.88,2,E,0.06,14,6,7,8,70,100,30
8/16/23 5:30 AM,29.88,2,NE,0.06,12,5,6,6,70,98,25
8/16/23 5:45 AM,29.87,4,N,0.07,10,4,5,6,69,98,21
8/16/23 6:00 AM,29.88,3,N,0.03,10,4,5,5,69,99,21
8/16/23 6:15 AM,29.89,2,E,0.00,12,5,6,6,68,97,25
8/16/23 6:30 AM,29.89,2,E,0.00,12,5,6,6,68,95,26
8/16/23 6:45 AM,29.89,1,ENE,0.00,12,5,6,6,69,94,26
8/16/23 7:00 AM,29.89,1,NNE,0.00,10,4,5,5,69,95,21
8/16/23 7:15 AM,29.90,2,E,0.00,11,5,6,6,69,94,23
8/16/23 7:30 AM,29.90,1,NE,0.00,11,5,5,6,70,94,23
8/16/23 7:45 AM,29.90,3,N,0.00,12,5,6,6,70,94,24
8/16/23 8:00 AM,29.91,3,N,0.00,16,6,8,8,71,93,33
8/16/23 8:15 AM,29.91,4,NNW,0.00,17,7,8,9,71,92,35
8/16/23 8:30 AM,29.91,4,NNW,0.00,18,7,9,10,72,90,38
8/16/23 8:45 AM,29.91,4,NNW,0.00,17,7,9,9,73,87,36
8/16/23 9:00 AM,29.92,4,NNW,0.00,13,5,6,7,74,84,27
8/16/23 9:15 AM,29.92,3,NNW,0.00,13,6,7,7,75,81,28
8/16/23 9:30 AM,29.93,3,NW,0.00,14,6,7,8,76,80,30
8/16/23 9:45 AM,29.93,3,W,0.00,15,6,7,8,77,75,31
8/16/23 10:00 AM,29.93,2,W,0.00,16,7,8,9,80,67,33
8/16/23 10:15 AM,29.93,3,W,0.00,16,7,8,8,82,70,32
8/16/23 10:30 AM,29.93,3,WNW,0.00,14,6,7,8,80,70,30
8/16/23 10:45 AM,29.94,1,WNW,0.00,14,6,7,7,82,65,30
8/16/23 11:00 AM,29.94,2,W,0.00,16,7,8,8,83,63,33
8/16/23 11:15 AM,29.94,3,W,0.00,17,8,9,9,85,60,36
8/16/23 11:30 AM,29.95,3,NNW,0.00,21,9,10,11,88,52,43
8/16/23 11:45 AM,29.95,2,WNW,0.00,21,9,11,11,90,53,44
8/16/23 12:00 PM,29.94,2,NW,0.00,20,9,10,10,90,50,42
8/16/23 12:15 PM,29.93,2,N,0.00,21,9,10,11,92,48,44
8/16/23 12:30 PM,29.93,3,NW,0.00,22,10,11,12,92,48,45
8/16/23 12:45 PM,29.93,5,NNW,0.00,23,10,11,12,92,51,47
8/16/23 1:00 PM,29.94,5,NNW,0.00,24,10,12,13,91,52,51
8/16/23 1:15 PM,29.93,2,NE,0.00,25,11,12,13,90,52,51
8/16/23 1:30 PM,29.93,3,ENE,0.00,30,12,15,16,89,53,57
8/16/23 1:45 PM,29.93,4,SSE,0.00,33,14,16,17,85,63,60
8/16/23 2:00 PM,29.93,4,SW,0.00,33,14,16,17,84,63,60
8/16/23 2:15 PM,29.93,4,SSW,0.00,34,14,17,18,84,65,62
8/16/23 2:30 PM,29.93,5,S,0.00,32,13,16,17,83,64,60
8/16/23 2:45 PM,29.92,6,ESE,0.00,30,13,15,16,83,65,57
8/16/23 3:00 PM,29.93,8,ESE,0.00,30,13,15,16,82,73,58
8/16/23 3:15 PM,29.93,10,ESE,0.00,30,13,15,16,79,73,57
8/16/23 3:30 PM,29.93,10,ESE,0.00,29,13,15,15,79,74,57
8/16/23 3:45 PM,29.92,10,ESE,0.00,25,11,12,13,79,73,52
8/16/23 4:00 PM,29.92,8,E,0.00,24,11,12,13,79,72,50
8/16/23 4:15 PM,29.93,8,E,0.00,25,11,12,13,80,74,52
8/16/23 4:30 PM,29.92,7,E,0.00,24,10,12,12,80,70,49
8/16/23 4:45 PM,29.92,8,ESE,0.00,23,10,11,12,80,72,47
8/16/23 5:00 PM,29.92,7,E,0.00,23,10,11,12,78,75,47
8/16/23 5:15 PM,29.92,6,E,0.00,25,11,12,13,78,75,52
8/16/23 5:30 PM,29.92,6,E,0.00,25,11,12,13,78,76,51
8/16/23 5:45 PM,29.92,7,ESE,0.00,23,10,11,12,78,77,47
8/16/23 6:00 PM,29.92,9,ESE,0.00,21,9,10,11,76,80,43
8/16/23 6:15 PM,29.93,9,ESE,0.00,18,8,9,9,76,82,37
8/16/23 6:30 PM,29.93,8,ESE,0.00,14,6,7,7,76,82,30
8/16/23 6:45 PM,29.93,7,ESE,0.00,14,6,7,7,76,83,28
8/16/23 7:00 PM,29.94,7,ESE,0.00,12,6,6,7,75,86,26
8/16/23 7:15 PM,29.94,8,ESE,0.00,14,6,7,7,74,88,29
8/16/23 7:30 PM,29.95,6,E,0.00,13,6,7,7,74,89,28
8/16/23 7:45 PM,29.96,8,E,0.00,13,6,7,7,73,90,27
8/16/23 8:00 PM,29.96,8,E,0.00,14,6,7,7,73,90,29
8/16/23 8:15 PM,29.96,7,E,0.00,14,6,7,8,73,92,29
8/16/23 8:30 PM,29.97,7,E,0.00,13,6,6,7,72,91,27
8/16/23 8:45 PM,29.97,8,E,0.00,10,4,5,5,72,93,21
8/16/23 9:00 PM,29.98,6,ESE,0.00,9,4,5,5,72,91,19
8/16/23 9:15 PM,29.98,6,ESE,0.00,8,3,4,4,72,92,16
8/16/23 9:30 PM,29.99,9,ESE,0.00,6,3,3,4,72,94,13
8/16/23 9:45 PM,29.99,8,ESE,0.00,6,3,3,4,72,94,13
8/16/23 10:00 PM,29.99,7,ESE,0.00,5,2,3,3,72,94,11
8/16/23 10:15 PM,29.99,6,E,0.00,6,3,3,3,72,92,13
8/16/23 10:30 PM,29.99,6,E,0.00,5,2,2,3,72,93,10
8/16/23 10:45 PM,29.99,6,E,0.00,5,2,3,3,72,93,11
8/16/23 11:00 PM,29.98,5,E,0.00,6,3,3,4,72,94,13
8/16/23 11:15 PM,29.98,6,E,0.00,8,4,4,5,72,93,17
8/16/23 11:30 PM,29.98,5,E,0.00,8,4,4,5,72,94,17
8/16/23 11:45 PM,29.98,7,E,0.00,8,4,4,5,71,92,17
8/17/23 12:00 AM,29.98,6,E,0.00,8,4,4,4,71,92,17
8/17/23 12:15 AM,29.99,3,E,0.00,8,4,4,4,72,92,16
8/17/23 12:30 AM,29.99,3,E,0.00,7,3,4,4,72,90,15
8/17/23 12:45 AM,29.99,5,E,0.00,7,3,4,4,72,92,15
8/17/23 1:00 AM,29.99,4,E,0.00,7,3,4,4,72,92,15
8/17/23 1:15 AM,29.99,5,E,0.00,10,4,5,6,72,92,21
8/17/23 1:30 AM,29.99,4,E,0.00,10,4,5,5,72,93,21
8/17/23 1:45 AM,29.99,5,E,0.00,10,4,5,6,72,94,21
8/17/23 2:00 AM,29.99,4,E,0.00,10,4,5,5,72,91,20
8/17/23 2:15 AM,29.99,3,ENE,0.00,10,4,5,5,72,93,20
8/17/23 2:30 AM,29.98,3,NE,0.00,11,5,6,6,72,94,23
8/17/23 2:45 AM,29.98,3,E,0.00,11,5,6,6,72,94,24
8/17/23 3:00 AM,29.98,3,E,0.00,12,5,6,7,72,94,26
8/17/23 3:15 AM,29.98,4,E,0.00,13,5,6,7,72,95,26
8/17/23 3:30 AM,29.97,3,E,0.00,13,5,6,7,72,95,27
8/17/23 3:45 AM,29.98,4,E,0.00,17,7,8,9,72,94,35
8/17/23 4:00 AM,29.98,4,E,0.00,18,8,9,10,72,96,39
8/17/23 4:15 AM,29.98,5,E,0.00,20,8,10,11,72,95,41
8/17/23 4:30 AM,29.97,4,E,0.00,21,9,11,11,72,95,44
8/17/23 4:45 AM,29.97,3,NNE,0.00,23,10,12,12,72,95,48
8/17/23 5:00 AM,29.97,3,NE,0.00,24,10,12,13,72,93,49
8/17/23 5:15 AM,29.97,2,NNE,0.00,23,9,12,12,72,94,48
8/17/23 5:30 AM,29.98,2,NNE,0.00,24,10,12,12,72,93,49
8/17/23 5:45 AM,29.98,2,NNE,0.00,24,10,12,13,72,93,51
8/17/23 6:00 AM,29.98,5,NNE,0.00,25,10,13,13,72,93,52
8/17/23 6:15 AM,29.98,4,N,0.00,27,11,13,14,72,93,54
8/17/23 6:30 AM,29.98,3,NNE,0.00,26,10,13,14,72,93,53
8/17/23 6:45 AM,29.99,3,NNE,0.00,26,10,13,14,72,92,53
8/17/23 7:00 AM,29.98,3,NNE,0.00,25,10,12,13,73,92,52
8/17/23 7:15 AM,29.99,3,NNE,0.00,27,11,14,14,73,91,54
8/17/23 7:30 AM,29.99,2,NE,0.00,28,11,14,15,73,91,55
