#MaryWhalen  - #PortSideNY,,,,,,,,,,,
7/11/23 12:00 AM : 1 Year,,,,,,,,,,,
,,PortSide NewYork,PortSide NewYork,PortSide NewYork,MaryWhalenAQI monitor,MaryWhalenAQI monitor,MaryWhalenAQI monitor,MaryWhalenAQI monitor,MaryWhalenAQI monitor,MaryWhalenAQI monitor,
,Barometer,"Vantage Vue, Wireless","Vantage Vue, Wireless","Vantage Vue, Wireless",AirLink,AirLink,AirLink,AirLink,AirLink,AirLink,
,,,,,,,,,,,
Date & Time,Barometer - in Hg,Avg Wind Speed - mph,Avg Wind Dir,Rain - in,AQI_adj,PM 1 - ug/m³,PM 2.5 - ug/m³,PM 10 - ug/m³,Temp - °F,Hum - %,AQI
8/10/23 6:30 AM,29.75,1,SSE,0.00,43,15,22,22,72,75,71
8/10/23 6:45 AM,29.75,2,S,0.00,45,15,22,23,72,77,73
8/10/23 7:00 AM,29.75,2,SSW,0.00,42,15,21,22,72,77,70
8/10/23 7:15 AM,29.75,2,S,0.00,46,16,23,24,72,76,74
8/10/23 7:30 AM,29.75,2,S,0.00,53,20,27,29,72,75,83
8/10/23 7:45 AM,29.75,2,S,0.00,52,18,26,27,73,75,81
8/10/23 8:00 AM,29.76,2,S,0.00,47,16,24,24,74,73,75
8/10/23 8:15 AM,29.74,1,S,0.00,53,19,27,29,74,71,83
8/10/23 8:30 AM,29.74,2,SE,0.00,52,18,26,28,75,71,80
8/10/23 8:45 AM,29.74,1,ESE,0.00,45,16,22,24,76,66,73
8/10/23 9:00 AM,29.75,1,WSW,0.00,46,16,23,24,79,64,74
8/10/23 9:15 AM,29.75,2,SW,0.00,44,16,22,23,80,65,72
8/10/23 9:30 AM,29.75,3,SSW,0.00,51,18,26,27,79,70,79
8/10/23 9:45 AM,29.75,2,SSW,0.00,56,21,30,32,78,72,88
8/10/23 10:00 AM,29.75,2,S,0.00,56,20,30,32,79,71,88
8/10/23 10:15 AM,29.75,2,SSE,0.00,55,21,29,31,80,69,87
8/10/23 10:30 AM,29.75,3,SSW,0.00,55,20,30,31,80,68,88
8/10/23 10:45 AM,29.75,2,SSW,0.00,55,20,29,31,81,68,87
8/10/23 11:00 AM,29.74,4,SE,0.00,55,21,29,31,81,68,87
8/10/23 11:15 AM,29.74,7,E,0.00,55,21,29,31,80,69,87
8/10/23 11:30 AM,29.73,6,ESE,0.00,56,22,30,32,79,70,89
8/10/23 11:45 AM,29.72,6,ESE,0.00,56,21,30,32,79,71,88
8/10/23 12:00 PM,29.72,6,ESE,0.00,56,22,30,32,80,70,90
8/10/23 12:15 PM,29.72,5,SE,0.00,56,21,30,32,80,69,89
8/10/23 12:30 PM,29.72,5,SSE,0.00,57,22,31,34,80,73,91
8/10/23 12:45 PM,29.71,5,ESE,0.00,58,22,32,35,79,78,93
8/10/23 1:00 PM,29.71,7,E,0.00,59,23,33,37,77,84,95
8/10/23 1:15 PM,29.71,5,ESE,0.00,60,23,34,38,76,86,97
8/10/23 1:30 PM,29.70,4,ESE,0.01,60,23,34,39,75,87,97
8/10/23 1:45 PM,29.70,4,SSE,0.00,61,24,35,40,76,87,99
8/10/23 2:00 PM,29.69,4,SE,0.00,62,24,36,42,76,88,102
8/10/23 2:15 PM,29.68,4,SE,0.00,61,24,35,40,76,87,99
8/10/23 2:30 PM,29.68,8,SE,0.00,59,23,33,37,75,86,96
8/10/23 2:45 PM,29.68,10,SE,0.00,58,22,32,36,74,85,94
8/10/23 3:00 PM,29.67,7,SE,0.00,57,21,31,34,73,88,91
8/10/23 3:15 PM,29.67,5,SE,0.03,56,21,31,33,72,91,90
8/10/23 3:30 PM,29.65,5,SE,0.05,57,21,31,34,71,94,91
8/10/23 3:45 PM,29.64,5,ESE,0.02,58,22,32,36,71,94,94
8/10/23 4:00 PM,29.65,4,SE,0.01,59,22,33,37,71,96,95
8/10/23 4:15 PM,29.64,2,ESE,0.03,58,21,32,36,71,96,94
8/10/23 4:30 PM,29.64,1,WSW,0.03,58,21,32,36,72,97,94
8/10/23 4:45 PM,29.64,1,WSW,0.05,59,22,33,37,71,100,95
8/10/23 5:00 PM,29.64,7,SE,0.30,57,21,31,35,70,100,91
8/10/23 5:15 PM,29.63,6,SSE,0.02,53,18,27,29,69,100,83
8/10/23 5:30 PM,29.62,5,SE,0.00,50,17,25,26,69,98,78
8/10/23 5:45 PM,29.61,4,E,0.00,51,17,26,27,69,97,79
8/10/23 6:00 PM,29.61,2,E,0.00,51,17,25,26,69,99,78
8/10/23 6:15 PM,29.61,3,ESE,0.02,50,17,25,26,69,98,78
8/10/23 6:30 PM,29.62,2,ESE,0.01,51,17,25,26,70,99,78
8/10/23 6:45 PM,29.61,3,ESE,0.00,49,17,25,26,69,100,77
8/10/23 7:00 PM,29.61,3,ESE,0.01,51,18,25,26,69,100,79
8/10/23 7:15 PM,29.61,2,SW,0.00,51,18,26,27,70,100,79
8/10/23 7:30 PM,29.61,2,WSW,0.02,51,18,25,26,69,100,79
8/10/23 7:45 PM,29.62,2,WNW,0.00,51,18,26,27,69,100,79
8/10/23 8:00 PM,29.61,1,W,0.00,51,18,25,26,69,100,79
8/10/23 8:15 PM,29.61,1,W,0.00,48,17,24,25,70,100,76
8/10/23 8:30 PM,29.62,3,W,0.00,46,16,23,24,69,100,74
8/10/23 8:45 PM,29.62,3,W,0.00,43,16,22,22,69,100,71
8/10/23 9:00 PM,29.63,3,WNW,0.00,50,18,25,26,69,100,78
8/10/23 9:15 PM,29.63,2,W,0.00,56,20,30,32,69,100,89
8/10/23 9:30 PM,29.63,1,WSW,0.00,59,22,34,37,69,100,96
8/10/23 9:45 PM,29.64,2,SW,0.00,62,23,36,42,69,100,102
8/10/23 10:00 PM,29.64,1,WSW,0.00,62,23,36,43,70,100,103
8/10/23 10:15 PM,29.64,3,W,0.00,61,22,35,41,70,100,101
8/10/23 10:30 PM,29.64,2,WSW,0.00,61,22,35,40,70,100,99
8/10/23 10:45 PM,29.64,2,WSW,0.00,58,21,32,36,70,100,93
8/10/23 11:00 PM,29.64,3,W,0.00,58,21,32,35,70,100,93
8/10/23 11:15 PM,29.64,3,W,0.00,58,21,32,36,70,100,93
8/10/23 11:30 PM,29.64,4,WSW,0.00,58,21,32,36,70,100,94
8/10/23 11:45 PM,29.64,3,W,0.00,57,21,31,34,70,100,92
8/11/23 12:00 AM,29.65,5,W,0.00,54,19,28,30,70,100,85
8/11/23 12:15 AM,29.65,4,W,0.00,53,18,27,28,70,100,82
8/11/23 12:30 AM,29.65,4,W,0.00,53,19,27,28,70,99,82
8/11/23 12:45 AM,29.65,4,W,0.00,53,18,27,28,70,98,82
8/11/23 1:00 AM,29.65,3,W,0.00,52,18,26,27,70,97,80
8/11/23 1:15 AM,29.66,3,W,0.00,51,18,25,26,69,96,79
8/11/23 1:30 AM,29.67,4,WSW,0.00,50,18,25,26,69,96,78
8/11/23 1:45 AM,29.67,4,W,0.00,49,17,25,26,69,95,77
8/11/23 2:00 AM,29.67,4,W,0.00,48,17,24,25,69,94,76
8/11/23 2:15 AM,29.67,3,WSW,0.00,48,17,24,25,69,94,76
8/11/23 2:30 AM,29.67,3,W,0.00,49,17,25,26,69,93,78
8/11/23 2:45 AM,29.68,3,WSW,0.00,49,17,24,25,69,93,77
8/11/23 3:00 AM,29.68,4,WSW,0.00,51,18,26,26,69,96,79
8/11/23 3:15 AM,29.68,5,SSW,0.00,53,19,27,28,68,96,83
8/11/23 3:30 AM,29.69,6,SW,0.00,53,19,28,29,68,97,83
8/11/23 3:45 AM,29.69,4,SW,0.00,53,19,28,29,68,97,84
8/11/23 4:00 AM,29.70,5,SW,0.00,53,19,27,28,68,96,83
8/11/23 4:15 AM,29.70,6,SW,0.00,53,19,27,28,67,98,83
8/11/23 4:30 AM,29.71,6,SW,0.00,54,20,28,29,67,99,85
8/11/23 4:45 AM,29.71,7,SW,0.00,56,20,30,32,67,100,89
8/11/23 5:00 AM,29.72,6,SW,0.00,55,20,30,31,66,100,88
8/11/23 5:15 AM,29.72,7,SSW,0.00,55,20,30,31,66,100,88
8/11/23 5:30 AM,29.73,7,SW,0.00,54,19,28,30,66,100,85
8/11/23 5:45 AM,29.73,6,SW,0.00,56,20,30,32,66,100,90
8/11/23 6:00 AM,29.74,4,WSW,0.00,56,20,30,32,66,99,88
8/11/23 6:15 AM,29.74,6,W,0.00,53,18,28,29,67,97,84
8/11/23 6:30 AM,29.75,5,W,0.00,53,18,27,28,67,96,83
8/11/23 6:45 AM,29.75,3,WSW,0.00,54,19,28,30,67,96,85
8/11/23 7:00 AM,29.76,3,WSW,0.00,56,20,31,33,67,95,90
8/11/23 7:15 AM,29.76,4,WSW,0.00,56,20,30,33,68,90,89
8/11/23 7:30 AM,29.77,3,WSW,0.00,54,19,29,30,70,86,86
8/11/23 7:45 AM,29.77,4,WSW,0.00,55,19,29,30,71,82,86
8/11/23 8:00 AM,29.78,4,WSW,0.00,55,19,29,30,73,78,86
8/11/23 8:15 AM,29.78,4,WSW,0.00,55,19,29,31,74,75,87
8/11/23 8:30 AM,29.78,4,SW,0.00,55,19,29,31,75,75,87
8/11/23 8:45 AM,29.78,4,SW,0.00,55,19,29,30,75,73,86
8/11/23 9:00 AM,29.78,5,SW,0.00,55,19,29,31,75,74,86
8/11/23 9:15 AM,29.78,5,SW,0.00,55,20,29,31,75,72,87
8/11/23 9:30 AM,29.79,4,SW,0.00,54,19,28,30,77,66,85
8/11/23 9:45 AM,29.79,4,SW,0.00,54,18,28,29,78,64,85
8/11/23 10:00 AM,29.80,4,WSW,0.00,53,18,27,28,80,61,82
8/11/23 10:15 AM,29.80,4,WSW,0.00,52,18,26,27,81,62,80
8/11/23 10:30 AM,29.81,4,SW,0.00,53,18,27,28,80,60,82
8/11/23 10:45 AM,29.81,4,SW,0.00,53,18,27,28,81,58,82
8/11/23 11:00 AM,29.81,4,S,0.00,53,18,27,28,82,58,83
8/11/23 11:15 AM,29.82,4,SSW,0.00,52,18,27,28,82,56,81
8/11/23 11:30 AM,29.81,4,SSW,0.00,52,18,26,28,83,55,81
8/11/23 11:45 AM,29.81,4,SW,0.00,54,19,28,29,83,55,84
8/11/23 12:00 PM,29.81,5,SSW,0.00,55,19,29,30,84,55,86
8/11/23 12:15 PM,29.80,5,SSW,0.00,55,19,29,31,84,55,87
8/11/23 12:30 PM,29.80,4,SSW,0.00,55,19,29,30,84,53,87
8/11/23 12:45 PM,29.80,6,WSW,0.00,52,17,26,27,85,52,80
8/11/23 1:00 PM,29.80,7,SW,0.00,53,18,27,28,83,55,83
8/11/23 1:15 PM,29.80,7,W,0.00,52,17,26,27,82,54,80
8/11/23 1:30 PM,29.80,7,WSW,0.00,52,18,26,27,83,52,80
8/11/23 1:45 PM,29.81,8,WSW,0.00,49,17,25,26,83,48,78
8/11/23 2:00 PM,29.81,7,WSW,0.00,48,16,24,25,84,51,76
8/11/23 2:15 PM,29.81,7,SW,0.00,51,18,26,26,83,51,79
8/11/23 2:30 PM,29.81,6,SW,0.00,51,17,25,26,84,52,79
8/11/23 2:45 PM,29.81,7,WSW,0.00,48,16,24,25,83,50,76
8/11/23 3:00 PM,29.81,8,SW,0.00,49,17,25,26,82,52,78
8/11/23 3:15 PM,29.80,8,WSW,0.00,45,15,22,23,82,51,73
8/11/23 3:30 PM,29.80,10,SW,0.00,49,17,24,25,82,52,77
8/11/23 3:45 PM,29.80,8,SW,0.00,46,16,23,24,82,49,74
8/11/23 4:00 PM,29.80,10,SW,0.00,41,15,20,21,82,48,68
8/11/23 4:15 PM,29.80,8,SSW,0.00,40,15,20,21,83,47,68
8/11/23 4:30 PM,29.80,8,SW,0.00,37,13,19,19,83,48,65
8/11/23 4:45 PM,29.80,8,SW,0.00,36,13,18,19,83,45,63
8/11/23 5:00 PM,29.80,5,WSW,0.00,35,12,17,18,84,45,62
8/11/23 5:15 PM,29.80,5,SW,0.00,34,12,17,18,84,47,62
8/11/23 5:30 PM,29.80,5,WSW,0.00,34,12,17,18,85,46,61
8/11/23 5:45 PM,29.81,6,WSW,0.00,35,12,17,18,85,46,62
8/11/23 6:00 PM,29.81,6,WSW,0.00,35,12,18,18,85,47,63
8/11/23 6:15 PM,29.81,7,WSW,0.00,34,12,17,18,85,47,61
8/11/23 6:30 PM,29.81,7,W,0.00,34,12,17,18,84,46,61
8/11/23 6:45 PM,29.81,7,W,0.00,32,11,16,17,84,48,60
8/11/23 7:00 PM,29.82,4,WSW,0.00,34,12,17,18,83,47,61
8/11/23 7:15 PM,29.82,4,WSW,0.00,32,11,16,17,83,52,59
8/11/23 7:30 PM,29.82,4,WSW,0.00,32,11,16,17,82,55,59
8/11/23 7:45 PM,29.83,4,WSW,0.00,32,11,16,17,81,54,59
8/11/23 8:00 PM,29.83,3,WSW,0.00,36,13,18,19,80,58,63
8/11/23 8:15 PM,29.83,2,WSW,0.00,35,12,18,18,80,62,62
8/11/23 8:30 PM,29.83,2,WSW,0.00,38,13,19,20,79,59,66
8/11/23 8:45 PM,29.84,2,SW,0.00,40,14,20,21,78,66,68
8/11/23 9:00 PM,29.85,3,SSW,0.00,43,15,21,22,78,59,71
8/11/23 9:15 PM,29.85,2,SSW,0.00,43,15,22,23,78,66,71
8/11/23 9:30 PM,29.86,2,WNW,0.00,46,16,23,24,78,64,74
8/11/23 9:45 PM,29.87,2,SSW,0.00,48,16,24,25,77,60,76
8/11/23 10:00 PM,29.87,1,SSW,0.00,49,17,24,26,77,64,77
8/11/23 10:15 PM,29.87,1,SSW,0.00,51,17,25,27,77,62,79
8/11/23 10:30 PM,29.88,2,SSW,0.00,52,18,26,27,77,61,80
8/11/23 10:45 PM,29.88,1,SSW,0.00,52,17,26,28,77,64,81
8/11/23 11:00 PM,29.88,1,SSW,0.00,52,18,26,28,76,63,81
8/11/23 11:15 PM,29.88,1,SSW,0.00,53,18,27,28,76,62,82
8/11/23 11:30 PM,29.88,1,SSW,0.00,52,18,26,27,76,65,81
8/11/23 11:45 PM,29.88,1,SSW,0.00,52,18,26,28,76,65,81
8/12/23 12:00 AM,29.88,1,SSW,0.00,52,18,26,28,75,72,81
8/12/23 12:15 AM,29.89,0,SSW,0.00,54,18,28,29,74,75,84
8/12/23 12:30 AM,29.89,0,SSW,0.00,53,18,27,28,73,76,82
8/12/23 12:45 AM,29.89,0,SSW,0.00,54,19,28,29,73,70,84
8/12/23 1:00 AM,29.90,1,SSW,0.00,55,19,30,31,73,71,88
8/12/23 1:15 AM,29.90,1,SSW,0.00,56,20,30,32,73,71,88
8/12/23 1:30 AM,29.90,0,SSW,0.00,55,19,29,31,73,78,87
8/12/23 1:45 AM,29.90,1,SSW,0.00,56,20,30,32,73,76,89
8/12/23 2:00 AM,29.90,1,NW,0.00,56,20,30,32,73,77,88
8/12/23 2:15 AM,29.90,0,NNW,0.00,55,19,29,31,73,76,86
8/12/23 2:30 AM,29.90,0,NNW,0.00,47,15,23,24,72,69,75
8/12/23 2:45 AM,29.91,0,NNW,0.00,34,11,17,18,72,67,62
8/12/23 3:00 AM,29.91,0,NNW,0.00,37,12,18,19,72,68,64
8/12/23 3:15 AM,29.91,1,NNW,0.00,30,10,15,16,72,66,57
8/12/23 3:30 AM,29.91,0,NNW,0.00,28,10,14,15,72,66,55
8/12/23 3:45 AM,29.90,3,N,0.00,28,10,14,15,72,65,56
8/12/23 4:00 AM,29.90,3,N,0.00,26,9,13,14,72,64,53
8/12/23 4:15 AM,29.90,3,N,0.00,26,9,13,14,72,64,53
8/12/23 4:30 AM,29.91,2,N,0.00,24,8,12,13,72,64,51
8/12/23 4:45 AM,29.90,3,N,0.00,22,8,11,11,72,63,45
8/12/23 5:00 AM,29.90,3,N,0.00,21,8,10,11,72,63,43
8/12/23 5:15 AM,29.91,1,N,0.00,20,7,10,11,72,64,43
8/12/23 5:30 AM,29.91,1,NNE,0.00,21,8,10,11,72,65,43
8/12/23 5:45 AM,29.91,1,NNE,0.00,21,8,10,11,71,66,44
8/12/23 6:00 AM,29.90,2,NE,0.00,21,8,11,11,71,67,44
8/12/23 6:15 AM,29.91,2,NNE,0.00,20,8,10,11,71,67,42
8/12/23 6:30 AM,29.91,2,NNE,0.00,20,7,10,10,71,67,41
8/12/23 6:45 AM,29.91,2,NNE,0.00,20,8,10,11,71,67,43
8/12/23 7:00 AM,29.92,2,NNE,0.00,22,8,11,11,71,67,45
8/12/23 7:15 AM,29.92,2,NE,0.00,25,9,13,13,72,66,52
8/12/23 7:30 AM,29.92,2,NE,0.00,28,10,14,15,74,66,55
8/12/23 7:45 AM,29.92,2,NNE,0.00,31,11,15,16,75,65,58
8/12/23 8:00 AM,29.92,4,NNE,0.00,34,11,17,18,77,63,61
8/12/23 8:15 AM,29.92,3,NNE,0.00,34,12,17,18,79,61,61
8/12/23 8:30 AM,29.92,4,NNE,0.00,38,13,19,20,80,59,65
8/12/23 8:45 AM,29.92,4,ENE,0.00,41,14,21,22,81,63,69
8/12/23 9:00 AM,29.92,3,ENE,0.00,44,15,22,23,81,59,71
8/12/23 9:15 AM,29.91,3,NNE,0.00,45,15,23,24,82,60,73
8/12/23 9:30 AM,29.92,4,ENE,0.00,48,16,24,26,81,58,76
8/12/23 9:45 AM,29.92,3,ENE,0.00,49,16,24,25,84,54,77
8/12/23 10:00 AM,29.92,4,E,0.00,49,16,24,26,85,59,77
8/12/23 10:15 AM,29.92,5,ESE,0.00,51,17,26,27,82,58,79
8/12/23 10:30 AM,29.91,6,ESE,0.00,52,18,26,28,82,57,81
8/12/23 10:45 AM,29.91,8,ESE,0.00,53,18,27,28,81,58,82
8/12/23 11:00 AM,29.92,6,ESE,0.00,54,19,28,29,80,60,84
8/12/23 11:15 AM,29.91,7,ESE,0.06,55,19,29,31,76,75,87
8/12/23 11:30 AM,29.91,6,E,0.00,57,20,31,34,76,75,91
8/12/23 11:45 AM,29.91,6,ESE,0.00,57,20,31,34,77,82,91
8/12/23 12:00 PM,29.91,6,ESE,0.00,59,22,34,38,77,79,96
8/12/23 12:15 PM,29.90,5,SE,0.00,59,22,33,36,79,72,94
8/12/23 12:30 PM,29.90,7,SSE,0.00,58,22,32,36,81,68,94
8/12/23 12:45 PM,29.90,7,SE,0.00,58,22,32,35,83,65,92
8/12/23 1:00 PM,29.90,5,S,0.00,59,22,33,36,84,65,94
8/12/23 1:15 PM,29.89,4,SSW,0.00,58,22,32,35,84,67,93
8/12/23 1:30 PM,29.89,6,SSE,0.00,56,21,30,33,83,68,90
8/12/23 1:45 PM,29.88,7,SE,0.00,56,21,30,32,82,68,89
8/12/23 2:00 PM,29.88,7,SE,0.00,57,21,31,33,83,67,90
8/12/23 2:15 PM,29.88,7,SE,0.00,57,21,31,33,83,67,91
8/12/23 2:30 PM,29.89,9,SE,0.00,57,22,32,34,82,70,92
8/12/23 2:45 PM,29.88,8,SE,0.00,56,21,30,32,81,73,89
8/12/23 3:00 PM,29.88,10,ESE,0.00,56,21,30,32,82,70,88
8/12/23 3:15 PM,29.87,11,ESE,0.00,55,21,29,31,80,74,87
8/12/23 3:30 PM,29.87,12,ESE,0.00,55,21,30,31,79,78,88
8/12/23 3:45 PM,29.85,10,ESE,0.01,53,19,27,29,77,73,83
8/12/23 4:00 PM,29.85,11,ESE,0.00,51,18,26,27,79,71,80
8/12/23 4:15 PM,29.85,11,ESE,0.00,49,18,25,26,79,71,78
8/12/23 4:30 PM,29.85,8,ESE,0.00,48,17,24,25,80,68,76
8/12/23 4:45 PM,29.85,10,ESE,0.00,47,17,24,25,80,72,75
8/12/23 5:00 PM,29.86,9,ESE,0.00,45,16,23,24,79,74,73
8/12/23 5:15 PM,29.85,10,ESE,0.00,44,16,22,23,79,75,72
8/12/23 5:30 PM,29.84,10,ESE,0.00,42,16,21,22,78,76,70
8/12/23 5:45 PM,29.85,9,ESE,0.00,42,16,21,22,78,75,70
8/12/23 6:00 PM,29.85,8,ESE,0.00,42,15,21,22,79,72,70
8/12/23 6:15 PM,29.84,7,ESE,0.00,42,16,21,22,80,71,70
8/12/23 6:30 PM,29.85,7,SE,0.00,46,17,23,24,81,71,74
8/12/23 6:45 PM,29.84,9,SE,0.00,41,15,20,22,80,73,69
8/12/23 7:00 PM,29.86,9,SE,0.00,41,16,20,21,79,74,69
8/12/23 7:15 PM,29.85,9,ESE,0.00,39,15,20,20,79,75,67
8/12/23 7:30 PM,29.86,8,SE,0.00,41,16,20,21,79,76,68
8/12/23 7:45 PM,29.85,9,SE,0.00,40,15,20,21,79,77,67
8/12/23 8:00 PM,29.85,9,SE,0.00,40,15,20,21,78,79,68
8/12/23 8:15 PM,29.85,9,SE,0.00,37,15,19,19,78,78,65
8/12/23 8:30 PM,29.86,9,SE,0.00,37,14,19,20,77,80,65
8/12/23 8:45 PM,29.86,8,SE,0.00,38,15,19,20,77,81,66
8/12/23 9:00 PM,29.86,7,SE,0.00,37,14,18,19,77,80,64
8/12/23 9:15 PM,29.86,6,SE,0.00,37,14,19,19,77,80,65
8/12/23 9:30 PM,29.86,5,SE,0.00,37,14,18,19,77,79,64
8/12/23 9:45 PM,29.87,5,SE,0.00,37,14,19,20,77,79,65
8/12/23 10:00 PM,29.87,4,SE,0.00,38,14,19,20,77,81,66
8/12/23 10:15 PM,29.87,5,SE,0.00,39,15,20,20,76,81,67
8/12/23 10:30 PM,29.86,3,ESE,0.00,38,14,19,20,77,80,65
8/12/23 10:45 PM,29.86,4,ESE,0.00,39,14,20,21,76,81,67
8/12/23 11:00 PM,29.87,4,SE,0.00,41,15,20,21,76,80,69
8/12/23 11:15 PM,29.88,3,SE,0.00,41,15,20,21,77,80,68
8/12/23 11:30 PM,29.87,2,SSE,0.00,40,15,20,21,77,80,68
8/12/23 11:45 PM,29.87,4,SE,0.00,41,15,20,21,76,81,69
8/13/23 12:00 AM,29.89,2,SE,0.00,43,15,21,22,77,82,70
8/13/23 12:15 AM,29.89,1,NW,0.00,43,16,21,22,77,82,70
8/13/23 12:30 AM,29.89,1,NW,0.00,45,16,22,23,77,83,73
8/13/23 12:45 AM,29.88,3,NW,0.00,44,16,22,23,76,80,72
8/13/23 1:00 AM,29.89,0,WNW,0.00,44,16,22,23,77,81,72
8/13/23 1:15 AM,29.88,3,N,0.00,47,17,23,24,77,83,75
8/13/23 1:30 AM,29.88,3,NE,0.00,44,16,22,23,76,83,72
8/13/23 1:45 AM,29.88,3,NNE,0.00,38,14,19,20,76,86,66
8/13/23 2:00 AM,29.87,2,N,0.01,33,12,16,17,76,88,60
8/13/23 2:15 AM,29.85,3,N,0.00,33,13,17,18,75,91,61
8/13/23 2:30 AM,29.93,7,NNW,0.22,33,12,17,19,74,95,61
8/13/23 2:45 AM,29.90,6,S,0.07,20,6,10,14,69,95,42
8/13/23 3:00 AM,29.87,4,SSW,0.01,5,2,3,3,68,95,11
8/13/23 3:15 AM,29.83,3,SE,0.03,5,2,2,3,68,97,10
8/13/23 3:30 AM,29.84,1,ENE,0.01,6,2,3,4,69,97,13
8/13/23 3:45 AM,29.80,3,ESE,0.05,7,3,3,4,69,100,14
8/13/23 4:00 AM,29.81,4,NNW,0.00,7,2,4,4,69,98,15
8/13/23 4:15 AM,29.81,2,NW,0.00,8,3,4,5,69,98,17
8/13/23 4:30 AM,29.82,5,SE,0.00,9,4,4,5,69,97,18
8/13/23 4:45 AM,29.83,6,SE,0.00,10,4,5,6,69,99,20
8/13/23 5:00 AM,29.83,4,ESE,0.00,9,4,4,5,68,99,18
8/13/23 5:15 AM,29.84,2,SE,0.00,9,4,5,6,69,97,19
8/13/23 5:30 AM,29.84,1,SE,0.00,10,4,5,6,70,96,21
8/13/23 5:45 AM,29.85,2,SE,0.00,11,4,6,7,69,98,24
8/13/23 6:00 AM,29.85,1,NW,0.00,11,4,5,6,69,98,22
8/13/23 6:15 AM,29.85,1,NW,0.00,12,4,6,7,70,98,24
8/13/23 6:30 AM,29.85,0,NW,0.00,12,5,6,7,70,97,25
8/13/23 6:45 AM,29.85,0,N,0.00,11,4,6,6,70,96,23
8/13/23 7:00 AM,29.86,0,NW,0.00,11,4,6,6,70,94,23
8/13/23 7:15 AM,29.86,2,NW,0.00,13,5,7,7,71,92,28
8/13/23 7:30 AM,29.86,1,WNW,0.00,12,5,6,7,72,88,25
8/13/23 7:45 AM,29.86,1,WSW,0.00,12,5,6,7,75,84,25
8/13/23 8:00 AM,29.86,1,SW,0.00,13,5,7,8,77,76,28
8/13/23 8:15 AM,29.87,1,SW,0.00,12,5,6,7,81,72,25
8/13/23 8:30 AM,29.87,2,SW,0.00,14,6,7,8,81,71,30
8/13/23 8:45 AM,29.88,3,SSW,0.00,17,6,8,9,80,77,35
8/13/23 9:00 AM,29.88,2,SW,0.00,21,8,11,12,80,72,45
8/13/23 9:15 AM,29.88,1,SSW,0.00,29,11,14,16,81,73,56
8/13/23 9:30 AM,29.88,1,SW,0.00,31,11,15,16,83,67,58
8/13/23 9:45 AM,29.88,1,WSW,0.00,34,13,17,18,86,60,61
8/13/23 10:00 AM,29.88,2,WSW,0.00,39,14,19,20,87,64,66
8/13/23 10:15 AM,29.87,3,SSW,0.00,40,15,20,21,84,70,68
8/13/23 10:30 AM,29.86,2,SW,0.00,38,14,19,20,84,67,65
8/13/23 10:45 AM,29.87,3,WSW,0.00,28,11,14,15,85,63,55
8/13/23 11:00 AM,29.88,3,SW,0.00,25,10,12,13,86,62,52
8/13/23 11:15 AM,29.88,3,SW,0.00,22,9,11,11,86,60,45
8/13/23 11:30 AM,29.87,3,SW,0.00,23,9,11,12,88,58,48
8/13/23 11:45 AM,29.87,4,SW,0.00,22,9,11,11,87,61,45
8/13/23 12:00 PM,29.88,6,SW,0.00,22,9,11,12,85,65,46
8/13/23 12:15 PM,29.87,5,SW,0.00,19,8,10,10,85,62,40
8/13/23 12:30 PM,29.87,5,S,0.00,20,8,10,10,87,59,42
8/13/23 12:45 PM,29.88,5,S,0.00,20,8,10,10,87,59,41
8/13/23 1:00 PM,29.87,6,SSW,0.00,20,9,10,11,87,60,43
8/13/23 1:15 PM,29.88,6,WSW,0.00,19,8,10,10,87,57,40
8/13/23 1:30 PM,29.88,8,W,0.00,16,7,8,8,88,56,33
8/13/23 1:45 PM,29.88,9,WSW,0.00,16,7,8,8,87,53,34
8/13/23 2:00 PM,29.88,6,WSW,0.00,15,6,7,8,88,46,31
8/13/23 2:15 PM,29.88,6,WSW,0.00,11,5,6,6,88,49,24
8/13/23 2:30 PM,29.89,7,WNW,0.00,14,6,7,8,88,48,30
8/13/23 2:45 PM,29.89,7,W,0.00,18,8,9,9,87,47,37
8/13/23 3:00 PM,29.88,6,WSW,0.00,13,6,6,7,88,50,27
8/13/23 3:15 PM,29.89,7,WSW,0.00,12,5,6,6,88,53,24
8/13/23 3:30 PM,29.88,8,WSW,0.00,13,6,6,6,86,53,26
8/13/23 3:45 PM,29.88,6,WSW,0.00,30,12,15,17,87,50,57
8/13/23 4:00 PM,29.89,6,WSW,0.00,53,21,27,30,86,50,82
8/13/23 4:15 PM,29.89,6,WSW,0.00,27,12,13,14,87,51,54
8/13/23 4:30 PM,29.89,7,WSW,0.00,10,4,5,5,87,50,21
8/13/23 4:45 PM,29.89,6,WSW,0.00,12,5,6,6,86,52,24
8/13/23 5:00 PM,29.89,7,SW,0.00,14,6,7,7,85,53,29
8/13/23 5:15 PM,29.89,6,SW,0.00,12,5,6,6,86,51,25
8/13/23 5:30 PM,29.90,8,WSW,0.00,12,5,6,6,86,53,25
8/13/23 5:45 PM,29.90,8,W,0.00,11,5,5,6,86,52,23
8/13/23 6:00 PM,29.90,8,W,0.00,10,5,5,6,86,51,22
8/13/23 6:15 PM,29.90,7,W,0.00,10,5,5,5,86,53,21
8/13/23 6:30 PM,29.90,6,WSW,0.00,11,5,5,6,86,53,22
