"#MaryWhalen  - #PortSideNY"
"7/11/23 12:00 AM : 1 Year"
"","","PortSide NewYork","PortSide NewYork","PortSide NewYork","PortSide NewYork","PortSide NewYork","MaryWhalenAQI monitor","MaryWhalenAQI monitor","MaryWhalenAQI monitor","MaryWhalenAQI monitor","MaryWhalenAQI monitor"
"","Barometer","Vantage Vue, Wireless","Vantage Vue, Wireless","Vantage Vue, Wireless","Vantage Vue, Wireless","Vantage Vue, Wireless","AirLink","AirLink","AirLink","AirLink","AirLink"
"","","","","","","","","","","",""
"Date & Time","Barometer - in Hg","Temp - °F","Hum - %","Avg Wind Speed - mph","Avg Wind Dir","Rain - in","AQI","PM 1 - ug/m³","PM 2.5 - ug/m³","PM 10 - ug/m³","Temp - °F"
"7/25/23 10:15 PM","30.09","71","86","5","WNW","0.00","73","14","22","24","70"
"7/25/23 10:30 PM","30.09","71","86","2","W","0.00","73","14","22","24","70"
"7/25/23 10:45 PM","30.08","71","85","3","W","0.00","73","14","22","24","70"
"7/25/23 11:00 PM","30.09","71","85","4","W","0.00","68","13","20","21","70"
"7/25/23 11:15 PM","30.08","71","86","2","W","0.00","68","13","20","22","70"
"7/25/23 11:30 PM","30.08","71","84","3","W","0.00","67","12","20","21","70"
"7/25/23 11:45 PM","30.08","71","85","2","WNW","0.00","67","12","20","21","70"
"7/26/23 12:00 AM","30.08","71","84","4","W","0.00","63","11","18","19","70"
"7/26/23 12:15 AM","30.09","71","85","2","W","0.00","69","13","21","22","70"
"7/26/23 12:30 AM","30.09","71","85","2","W","0.00","72","13","22","23","70"
"7/26/23 12:45 AM","30.09","71","85","2","W","0.00","70","13","21","23","70"
"7/26/23 1:00 AM","30.09","71","85","2","W","0.00","71","13","22","23","70"
"7/26/23 1:15 AM","30.09","71","85","2","WSW","0.00","74","14","23","24","70"
"7/26/23 1:30 AM","30.09","71","85","2","W","0.00","77","15","24","26","70"
"7/26/23 1:45 AM","30.08","71","85","2","W","0.00","76","15","24","26","70"
"7/26/23 2:00 AM","30.08","71","84","2","SW","0.00","81","16","26","28","69"
"7/26/23 2:15 AM","30.08","71","84","2","SW","0.00","76","15","24","25","69"
"7/26/23 2:30 AM","30.08","71","85","1","SSW","0.00","75","15","24","25","69"
"7/26/23 2:45 AM","30.07","70","86","1","S","0.00","73","14","23","24","69"
"7/26/23 3:00 AM","30.08","70","86","2","SSW","0.00","77","15","25","26","69"
"7/26/23 3:15 AM","30.07","70","87","3","S","0.00","80","16","26","27","69"
"7/26/23 3:30 AM","30.07","70","88","4","SW","0.00","81","16","26","28","68"
"7/26/23 3:45 AM","30.07","70","90","4","SW","0.00","85","17","28","30","68"
"7/26/23 4:00 AM","30.07","70","89","3","SW","0.00","88","18","30","32","68"
"7/26/23 4:15 AM","30.07","70","90","3","SW","0.00","88","18","30","32","68"
"7/26/23 4:30 AM","30.08","70","90","3","WSW","0.00","90","18","31","34","68"
"7/26/23 4:45 AM","30.09","70","90","4","WSW","0.00","97","20","34","40","68"
"7/26/23 5:00 AM","30.09","69","89","3","SW","0.00","96","20","33","38","68"
"7/26/23 5:15 AM","30.10","69","90","3","WSW","0.00","95","20","33","38","68"
"7/26/23 5:30 AM","30.11","69","88","4","WSW","0.00","90","18","30","34","68"
"7/26/23 5:45 AM","30.10","69","89","2","SW","0.00","85","17","28","31","68"
"7/26/23 6:00 AM","30.10","69","88","2","WSW","0.00","82","16","27","29","68"
"7/26/23 6:15 AM","30.10","69","88","3","SW","0.00","84","16","28","30","68"
"7/26/23 6:30 AM","30.10","69","88","2","SW","0.00","84","17","28","30","68"
"7/26/23 6:45 AM","30.11","69","88","2","WSW","0.00","84","17","28","30","68"
"7/26/23 7:00 AM","30.11","69","87","3","WSW","0.00","84","17","28","30","69"
"7/26/23 7:15 AM","30.11","70","87","1","WSW","0.00","85","18","28","30","70"
"7/26/23 7:30 AM","30.12","70","87","3","WSW","0.00","90","19","30","33","72"
"7/26/23 7:45 AM","30.12","70","87","2","SW","0.00","96","21","33","38","72"
"7/26/23 8:00 AM","30.13","71","84","2","WSW","0.00","94","20","32","37","74"
"7/26/23 8:15 AM","30.13","72","83","5","W","0.00","90","19","31","34","75"
"7/26/23 8:30 AM","30.14","72","82","4","W","0.00","86","17","29","31","76"
"7/26/23 8:45 AM","30.14","72","80","3","WSW","0.00","88","18","30","32","78"
"7/26/23 9:00 AM","30.14","73","79","3","SW","0.00","88","18","30","32","79"
"7/26/23 9:15 AM","30.14","74","76","2","SSW","0.00","91","20","31","35","81"
"7/26/23 9:30 AM","30.14","75","74","2","SW","0.00","90","20","31","34","82"
"7/26/23 9:45 AM","30.14","76","72","2","SW","0.00","89","19","30","33","84"
"7/26/23 10:00 AM","30.14","77","69","2","SW","0.00","88","18","30","32","85"
"7/26/23 10:15 AM","30.14","78","67","2","SSW","0.00","87","18","29","31","86"
"7/26/23 10:30 AM","30.13","79","65","2","SSW","0.00","86","18","29","31","87"
"7/26/23 10:45 AM","30.13","79","63","3","SSE","0.00","89","19","30","32","86"
"7/26/23 11:00 AM","30.13","80","62","3","S","0.00","87","18","29","31","86"
"7/26/23 11:15 AM","30.13","80","62","4","S","0.00","86","18","29","31","86"
"7/26/23 11:30 AM","30.13","81","60","4","SSW","0.00","87","18","29","31","87"
"7/26/23 11:45 AM","30.12","82","58","4","S","0.00","87","18","29","32","87"
"7/26/23 12:00 PM","30.12","82","58","4","SE","0.00","86","18","29","31","87"
"7/26/23 12:15 PM","30.12","83","56","4","S","0.00","86","18","29","30","88"
"7/26/23 12:30 PM","30.11","84","56","4","SSW","0.00","86","18","29","31","88"
"7/26/23 12:45 PM","30.10","84","56","6","SSE","0.00","89","19","30","33","86"
"7/26/23 1:00 PM","30.11","84","57","6","SSE","0.00","91","19","31","34","87"
"7/26/23 1:15 PM","30.10","84","57","8","SE","0.00","93","20","32","36","85"
"7/26/23 1:30 PM","30.10","85","54","6","SSE","0.00","92","20","32","35","86"
"7/26/23 1:45 PM","30.09","85","53","8","SE","0.00","91","19","31","33","86"
"7/26/23 2:00 PM","30.09","85","50","9","SE","0.00","90","19","30","33","86"
"7/26/23 2:15 PM","30.08","86","50","10","SE","0.00","88","18","30","32","85"
"7/26/23 2:30 PM","30.08","86","50","12","SE","0.00","87","19","29","31","85"
"7/26/23 2:45 PM","30.08","86","51","10","SE","0.00","89","19","30","33","85"
"7/26/23 3:00 PM","30.08","86","52","10","SE","0.00","89","19","30","33","85"
"7/26/23 3:15 PM","30.08","86","52","9","SE","0.00","90","19","31","33","85"
"7/26/23 3:30 PM","30.07","86","51","9","SSE","0.00","90","19","31","34","85"
"7/26/23 3:45 PM","30.07","86","51","9","SE","0.00","89","19","30","32","86"
"7/26/23 4:00 PM","30.07","86","51","9","SE","0.00","89","19","30","32","86"
"7/26/23 4:15 PM","30.07","86","53","10","SE","0.00","91","19","31","34","85"
"7/26/23 4:30 PM","30.07","86","55","10","ESE","0.00","90","19","31","33","84"
"7/26/23 4:45 PM","30.06","86","55","9","ESE","0.00","90","19","31","33","84"
"7/26/23 5:00 PM","30.06","85","57","10","ESE","0.00","91","20","31","34","84"
"7/26/23 5:15 PM","30.05","85","56","10","ESE","0.00","89","19","30","32","83"
"7/26/23 5:30 PM","30.05","85","56","9","ESE","0.00","89","19","30","33","83"
"7/26/23 5:45 PM","30.04","85","56","8","ESE","0.00","89","19","30","32","83"
"7/26/23 6:00 PM","30.04","85","58","9","ESE","0.00","89","19","30","33","83"
"7/26/23 6:15 PM","30.04","84","59","10","ESE","0.00","89","19","30","32","82"
"7/26/23 6:30 PM","30.04","84","58","11","ESE","0.00","88","20","30","32","82"
"7/26/23 6:45 PM","30.04","83","59","10","ESE","0.00","88","19","30","32","81"
"7/26/23 7:00 PM","30.04","83","61","11","ESE","0.00","86","18","29","30","80"
"7/26/23 7:15 PM","30.04","82","62","10","ESE","0.00","86","18","29","30","80"
"7/26/23 7:30 PM","30.05","82","63","10","ESE","0.00","86","18","29","30","79"
"7/26/23 7:45 PM","30.06","82","64","9","ESE","0.00","85","19","28","30","80"
"7/26/23 8:00 PM","30.06","82","65","8","ESE","0.00","87","19","29","31","79"
"7/26/23 8:15 PM","30.06","81","68","6","ESE","0.00","85","18","28","30","78"
"7/26/23 8:30 PM","30.06","80","68","7","ESE","0.00","86","18","29","31","78"
"7/26/23 8:45 PM","30.06","81","66","7","SE","0.00","87","18","29","31","78"
"7/26/23 9:00 PM","30.06","81","66","8","SE","0.00","89","19","30","33","78"
"7/26/23 9:15 PM","30.06","81","63","8","SE","0.00","90","20","31","33","78"
"7/26/23 9:30 PM","30.06","81","58","8","SE","0.00","86","18","29","30","78"
"7/26/23 9:45 PM","30.06","81","57","11","SE","0.00","84","18","28","29","78"
"7/26/23 10:00 PM","30.06","80","58","11","SE","0.00","81","17","26","27","78"
"7/26/23 10:15 PM","30.05","80","61","11","SE","0.00","81","17","26","27","77"
"7/26/23 10:30 PM","30.05","80","63","10","SE","0.00","78","16","25","26","77"
"7/26/23 10:45 PM","30.04","79","65","9","SE","0.00","78","16","25","26","76"
"7/26/23 11:00 PM","30.04","78","68","6","SE","0.00","76","16","24","25","76"
"7/26/23 11:15 PM","30.04","78","69","7","SE","0.00","73","15","23","24","76"
"7/26/23 11:30 PM","30.04","78","71","8","SE","0.00","74","15","23","24","75"
"7/26/23 11:45 PM","30.04","77","71","8","SE","0.00","73","15","22","23","75"
"7/27/23 12:00 AM","30.05","77","70","8","SE","0.00","70","15","21","22","74"
"7/27/23 12:15 AM","30.05","77","70","5","SSE","0.00","67","14","20","21","75"
"7/27/23 12:30 AM","30.06","77","73","4","SSE","0.00","68","14","20","21","75"
"7/27/23 12:45 AM","30.05","76","73","4","SSE","0.00","68","13","20","21","75"
"7/27/23 1:00 AM","30.05","76","71","6","SSE","0.00","67","14","20","21","74"
"7/27/23 1:15 AM","30.04","76","73","5","SSE","0.00","65","13","19","20","74"
"7/27/23 1:30 AM","30.04","76","76","5","SSE","0.00","66","13","19","20","74"
"7/27/23 1:45 AM","30.04","76","78","5","SSE","0.00","62","12","17","18","74"
"7/27/23 2:00 AM","30.03","76","80","7","SSE","0.00","62","13","17","18","74"
"7/27/23 2:15 AM","30.03","76","82","6","SSE","0.00","62","13","17","18","73"
"7/27/23 2:30 AM","30.02","76","83","6","SSE","0.00","63","13","18","19","74"
"7/27/23 2:45 AM","30.03","76","85","5","SSE","0.00","64","13","18","19","74"
"7/27/23 3:00 AM","30.03","75","85","4","SSE","0.00","65","14","19","20","74"
"7/27/23 3:15 AM","30.02","75","85","5","SSE","0.00","66","14","19","20","73"
"7/27/23 3:30 AM","30.01","75","86","6","SE","0.00","66","14","19","20","73"
"7/27/23 3:45 AM","30.01","75","85","5","SE","0.00","66","14","19","20","73"
"7/27/23 4:00 AM","30.00","75","84","4","SSE","0.00","67","14","20","20","73"
"7/27/23 4:15 AM","29.99","75","85","7","SE","0.00","66","14","19","20","73"
"7/27/23 4:30 AM","29.99","76","84","7","SE","0.00","68","15","20","21","73"
"7/27/23 4:45 AM","29.99","76","84","5","SE","0.00","66","14","19","20","74"
"7/27/23 5:00 AM","29.99","76","85","6","SE","0.00","65","14","19","20","74"
"7/27/23 5:15 AM","29.99","76","86","6","SE","0.00","66","14","19","20","73"
"7/27/23 5:30 AM","30.00","75","87","6","SE","0.00","63","13","18","18","73"
"7/27/23 5:45 AM","30.00","75","88","5","SE","0.00","66","14","19","20","73"
"7/27/23 6:00 AM","30.00","76","88","5","SE","0.00","66","14","19","20","74"
"7/27/23 6:15 AM","30.00","76","88","6","SE","0.00","69","15","20","21","74"
"7/27/23 6:30 AM","30.00","76","89","4","SE","0.00","68","15","20","21","74"
"7/27/23 6:45 AM","30.01","76","89","5","SSE","0.00","74","16","23","24","74"
"7/27/23 7:00 AM","30.01","76","89","5","SSE","0.00","77","17","24","25","75"
"7/27/23 7:15 AM","30.00","76","88","4","SSE","0.00","79","18","26","27","75"
"7/27/23 7:30 AM","30.00","77","88","6","SE","0.00","88","20","30","31","76"
"7/27/23 7:45 AM","30.01","77","86","4","S","0.00","86","20","29","30","77"
"7/27/23 8:00 AM","30.00","78","86","6","SE","0.00","86","20","29","30","78"
"7/27/23 8:15 AM","30.00","78","84","5","SE","0.00","84","20","28","29","79"
"7/27/23 8:30 AM","30.00","79","84","8","SE","0.00","88","21","30","32","78"
"7/27/23 8:45 AM","29.99","79","83","9","SE","0.00","91","22","31","33","78"
"7/27/23 9:00 AM","29.99","80","81","6","SSE","0.00","89","21","30","32","80"
"7/27/23 9:15 AM","29.99","81","81","7","SSE","0.00","89","21","30","32","82"
"7/27/23 9:30 AM","29.99","81","78","9","SE","0.00","94","23","32","36","82"
"7/27/23 9:45 AM","29.98","83","76","8","SE","0.00","93","22","32","35","84"
"7/27/23 10:00 AM","29.97","83","74","9","SE","0.00","95","23","33","37","84"
"7/27/23 10:15 AM","29.97","84","71","9","SSE","0.00","98","24","34","39","85"
"7/27/23 10:30 AM","29.96","86","68","9","SE","0.00","97","24","34","38","86"
"7/27/23 10:45 AM","29.96","86","67","8","SSE","0.00","96","23","33","38","88"
"7/27/23 11:00 AM","29.96","87","67","9","SSE","0.00","96","24","34","38","88"
"7/27/23 11:15 AM","29.96","87","67","8","S","0.00","98","24","34","39","88"
"7/27/23 11:30 AM","29.97","87","66","6","S","0.00","101","25","35","41","89"
"7/27/23 11:45 AM","29.96","88","63","8","S","0.00","103","26","36","42","89"
"7/27/23 12:00 PM","29.95","89","62","8","S","0.00","102","25","36","42","90"
"7/27/23 12:15 PM","29.96","89","61","9","S","0.00","103","25","36","42","89"
"7/27/23 12:30 PM","29.95","89","61","9","S","0.00","103","25","36","42","89"
"7/27/23 12:45 PM","29.94","90","59","9","S","0.00","102","25","36","42","90"
"7/27/23 1:00 PM","29.94","90","56","10","SSW","0.00","96","24","34","38","90"
"7/27/23 1:15 PM","29.94","89","60","8","SSW","0.00","96","23","34","37","89"
"7/27/23 1:30 PM","29.93","89","58","9","SSW","0.00","96","23","34","38","89"
"7/27/23 1:45 PM","29.93","90","56","10","S","0.00","97","24","34","38","90"
"7/27/23 2:00 PM","29.92","91","58","11","S","0.00","99","25","35","40","90"
"7/27/23 2:15 PM","29.92","91","57","10","S","0.00","100","25","35","41","90"
"7/27/23 2:30 PM","29.91","91","54","14","S","0.00","97","24","34","38","90"
"7/27/23 2:45 PM","29.90","91","57","11","SSW","0.00","97","24","34","38","89"
"7/27/23 3:00 PM","29.90","91","56","9","SSW","0.00","97","24","34","38","90"
"7/27/23 3:15 PM","29.90","91","53","13","S","0.00","98","24","34","39","90"
"7/27/23 3:30 PM","29.90","92","55","12","S","0.00","98","24","34","39","90"
"7/27/23 3:45 PM","29.90","91","55","11","S","0.00","99","24","35","40","90"
"7/27/23 4:00 PM","29.89","91","55","11","SSW","0.00","99","25","35","40","90"
"7/27/23 4:15 PM","29.90","91","54","13","SSW","0.00","99","24","35","40","90"
"7/27/23 4:30 PM","29.90","91","57","10","SSW","0.00","96","23","33","37","90"
"7/27/23 4:45 PM","29.89","91","57","11","SSW","0.00","97","24","34","38","90"
"7/27/23 5:00 PM","29.90","91","56","11","SSW","0.00","98","24","34","39","89"
"7/27/23 5:15 PM","29.89","91","55","12","SSW","0.00","94","23","32","36","89"
"7/27/23 5:30 PM","29.89","91","56","12","SSW","0.00","96","23","33","37","89"
"7/27/23 5:45 PM","29.89","90","58","12","SSW","0.00","98","24","34","39","88"
"7/27/23 6:00 PM","29.90","90","59","10","SSW","0.00","98","24","34","39","88"
"7/27/23 6:15 PM","29.90","90","60","11","SSW","0.00","100","24","35","41","88"
"7/27/23 6:30 PM","29.90","90","61","15","SW","0.00","105","26","37","43","87"
"7/27/23 6:45 PM","29.90","89","63","9","SSW","0.00","105","26","37","43","88"
"7/27/23 7:00 PM","29.90","89","62","6","SSW","0.00","104","25","37","43","88"
"7/27/23 7:15 PM","29.90","89","63","7","SSW","0.00","105","25","37","44","88"
"7/27/23 7:30 PM","29.90","89","64","7","SSW","0.00","105","25","37","44","87"
"7/27/23 7:45 PM","29.91","88","66","7","SSW","0.00","103","25","36","42","86"
"7/27/23 8:00 PM","29.91","87","67","7","SSW","0.00","105","25","37","44","86"
"7/27/23 8:15 PM","29.92","87","67","6","SSW","0.00","105","25","37","44","85"
"7/27/23 8:30 PM","29.92","87","67","5","SSW","0.00","105","25","37","43","85"
"7/27/23 8:45 PM","29.93","87","67","5","SSW","0.00","104","25","37","43","85"
"7/27/23 9:00 PM","29.93","87","67","5","SSW","0.00","105","25","37","44","85"
"7/27/23 9:15 PM","29.94","87","66","4","SSW","0.00","102","24","36","42","86"
"7/27/23 9:30 PM","29.94","87","66","4","SSW","0.00","99","24","35","40","86"
"7/27/23 9:45 PM","29.94","87","66","6","SW","0.00","99","24","35","40","86"
"7/27/23 10:00 PM","29.96","85","73","14","NW","0.00","77","17","24","25","83"
"7/27/23 10:15 PM","29.96","82","74","8","NNW","0.00","71","15","22","22","82"
"7/27/23 10:30 PM","29.96","82","75","5","NNW","0.00","69","14","20","22","81"
"7/27/23 10:45 PM","29.97","81","79","5","NW","0.00","71","15","22","23","81"
"7/27/23 11:00 PM","29.97","80","81","4","NNW","0.00","75","16","23","24","80"
"7/27/23 11:15 PM","29.97","80","82","3","NW","0.00","82","19","27","28","79"
"7/27/23 11:30 PM","29.96","80","82","3","NW","0.00","86","19","29","30","79"
"7/27/23 11:45 PM","29.97","80","81","2","NW","0.00","83","19","27","28","79"
"7/28/23 12:00 AM","29.97","80","81","2","WNW","0.00","81","18","26","27","79"
"7/28/23 12:15 AM","29.96","80","83","1","W","0.00","79","18","26","27","79"
"7/28/23 12:30 AM","29.96","80","84","2","W","0.00","79","18","26","27","79"
"7/28/23 12:45 AM","29.96","79","84","1","W","0.00","79","18","26","27","79"
"7/28/23 1:00 AM","29.96","79","85","2","WSW","0.00","82","18","27","28","79"
"7/28/23 1:15 AM","29.98","79","83","4","SSW","0.00","83","19","27","29","78"
"7/28/23 1:30 AM","29.97","79","84","4","SE","0.00","81","18","26","28","78"
"7/28/23 1:45 AM","29.96","79","84","3","SE","0.01","79","17","25","27","77"
"7/28/23 2:00 AM","29.95","79","84","2","SE","0.00","75","16","24","25","77"
"7/28/23 2:15 AM","29.95","78","85","3","WNW","0.00","77","17","24","26","76"
"7/28/23 2:30 AM","29.95","78","86","3","WNW","0.00","79","18","25","27","76"
"7/28/23 2:45 AM","29.96","78","87","2","W","0.00","80","18","26","28","76"
"7/28/23 3:00 AM","29.96","77","87","2","SW","0.00","83","18","28","29","76"
"7/28/23 3:15 AM","29.95","77","87","2","SSW","0.00","82","18","27","28","76"
"7/28/23 3:30 AM","29.95","77","88","1","SSW","0.00","81","18","26","28","76"
"7/28/23 3:45 AM","29.96","77","86","2","SSW","0.00","79","18","26","27","76"
"7/28/23 4:00 AM","29.97","77","85","2","SSW","0.00","73","16","22","24","76"
"7/28/23 4:15 AM","29.97","77","87","3","WSW","0.00","72","15","22","23","76"
"7/28/23 4:30 AM","29.97","77","85","3","W","0.00","69","14","21","22","76"
"7/28/23 4:45 AM","29.97","77","85","3","WNW","0.00","66","14","19","20","76"
"7/28/23 5:00 AM","29.98","77","84","2","W","0.00","66","14","19","20","76"
"7/28/23 5:15 AM","29.98","77","85","1","WNW","0.00","65","13","19","20","76"
"7/28/23 5:30 AM","29.99","77","85","0","WNW","0.00","64","13","18","19","76"
"7/28/23 5:45 AM","29.99","77","86","1","WNW","0.00","65","13","19","20","76"
"7/28/23 6:00 AM","30.00","76","87","1","WNW","0.00","71","15","21","22","75"
"7/28/23 6:15 AM","30.01","76","87","1","WNW","0.00","72","16","22","23","75"
"7/28/23 6:30 AM","30.01","76","86","0","WNW","0.00","68","14","20","21","76"
"7/28/23 6:45 AM","30.01","77","85","1","WNW","0.00","68","14","20","22","76"
"7/28/23 7:00 AM","30.02","77","83","1","W","0.00","63","13","18","19","77"
"7/28/23 7:15 AM","30.02","78","83","2","W","0.00","66","14","19","20","78"
"7/28/23 7:30 AM","30.03","78","84","3","W","0.00","71","16","22","23","79"
"7/28/23 7:45 AM","30.03","78","82","2","W","0.00","69","15","21","22","80"
"7/28/23 8:00 AM","30.03","78","81","4","W","0.00","65","14","19","20","80"
"7/28/23 8:15 AM","30.03","79","76","5","WNW","0.00","57","11","15","16","81"
"7/28/23 8:30 AM","30.04","80","76","5","WNW","0.00","54","10","13","14","82"
"7/28/23 8:45 AM","30.04","80","76","4","W","0.00","52","10","12","13","82"
"7/28/23 9:00 AM","30.03","80","76","5","W","0.00","54","10","14","14","81"
"7/28/23 9:15 AM","30.03","80","74","3","W","0.00","53","10","13","13","83"
"7/28/23 9:30 AM","30.03","81","73","3","W","0.00","52","10","12","13","87"
"7/28/23 9:45 AM","30.03","82","71","2","WSW","0.00","51","10","12","12","90"
"7/28/23 10:00 AM","30.03","82","70","2","WSW","0.00","49","9","12","12","91"
"7/28/23 10:15 AM","30.03","84","68","2","W","0.00","48","9","12","12","93"
"7/28/23 10:30 AM","30.02","84","66","1","WSW","0.00","46","9","11","12","95"
"7/28/23 10:45 AM","30.02","86","62","2","WSW","0.00","43","8","10","11","96"
"7/28/23 11:00 AM","30.02","85","62","2","W","0.00","37","7","9","9","96"
"7/28/23 11:15 AM","30.02","85","61","2","W","0.00","37","7","9","9","96"
"7/28/23 11:30 AM","30.03","86","62","2","WNW","0.00","41","8","10","10","96"
"7/28/23 11:45 AM","30.02","87","58","2","WSW","0.00","45","9","11","11","97"
"7/28/23 12:00 PM","30.02","88","58","2","WNW","0.00","45","9","11","11","97"
"7/28/23 12:15 PM","30.02","88","56","3","SSW","0.00","48","9","12","12","97"
"7/28/23 12:30 PM","30.02","88","56","2","S","0.00","46","9","11","12","96"
"7/28/23 12:45 PM","30.02","89","55","3","S","0.00","51","10","12","13","95"
"7/28/23 1:00 PM","30.01","89","54","3","S","0.00","46","9","11","11","95"
"7/28/23 1:15 PM","30.00","89","53","3","SSW","0.00","40","8","10","10","94"
"7/28/23 1:30 PM","30.00","90","51","3","SSW","0.00","40","8","10","10","96"
"7/28/23 1:45 PM","29.99","90","53","4","S","0.00","42","8","10","11","94"
"7/28/23 2:00 PM","29.99","90","52","5","S","0.00","41","8","10","10","92"
"7/28/23 2:15 PM","29.99","90","50","4","S","0.00","36","7","9","9","93"
"7/28/23 2:30 PM","29.99","91","50","3","S","0.00","36","7","9","9","94"
"7/28/23 2:45 PM","29.98","91","49","5","S","0.00","35","7","8","9","93"
"7/28/23 3:00 PM","29.99","91","50","4","SSW","0.00","35","7","8","9","93"
"7/28/23 3:15 PM","29.98","92","50","5","SW","0.00","35","7","8","9","94"
"7/28/23 3:30 PM","29.98","91","49","5","SW","0.00","32","7","8","8","92"
"7/28/23 3:45 PM","29.98","92","48","7","SSW","0.00","33","7","8","8","92"
"7/28/23 4:00 PM","29.97","92","47","6","SSW","0.00","31","6","8","8","92"
"7/28/23 4:15 PM","29.96","91","51","6","S","0.00","48","9","12","12","91"
"7/28/23 4:30 PM","29.96","91","54","6","SSE","0.00","60","13","16","17","91"
"7/28/23 4:45 PM","29.95","90","55","8","SE","0.00","63","14","18","18","90"
"7/28/23 5:00 PM","29.95","90","54","8","SE","0.00","62","14","17","18","89"
"7/28/23 5:15 PM","29.94","90","55","8","SE","0.00","62","14","17","18","88"
"7/28/23 5:30 PM","29.94","90","55","7","SE","0.00","62","13","17","18","88"
"7/28/23 5:45 PM","29.94","90","55","9","SE","0.00","64","14","18","19","88"
"7/28/23 6:00 PM","29.94","90","52","6","SSE","0.00","58","12","16","16","89"
"7/28/23 6:15 PM","29.94","90","53","5","SSE","0.00","60","13","16","17","90"
"7/28/23 6:30 PM","29.94","90","55","5","SSE","0.00","62","14","17","18","90"
"7/28/23 6:45 PM","29.93","89","56","6","SE","0.00","67","15","20","20","88"
"7/28/23 7:00 PM","29.93","89","56","6","SE","0.00","65","14","19","20","88"
"7/28/23 7:15 PM","29.93","89","60","6","SE","0.00","76","18","24","25","88"
"7/28/23 7:30 PM","29.93","89","61","5","ESE","0.00","88","21","30","31","87"
"7/28/23 7:45 PM","29.94","88","58","4","SE","0.00","84","20","28","30","87"
"7/28/23 8:00 PM","29.94","88","59","5","SE","0.00","76","17","24","25","86"
"7/28/23 8:15 PM","29.93","87","59","4","SSE","0.00","72","16","22","23","86"
"7/28/23 8:30 PM","29.94","87","58","4","SSE","0.00","68","15","20","21","85"
"7/28/23 8:45 PM","29.94","87","56","3","SSE","0.00","65","14","19","20","85"
"7/28/23 9:00 PM","29.95","87","57","2","S","0.00","67","15","20","21","85"
"7/28/23 9:15 PM","29.96","87","60","2","SSW","0.00","71","16","22","23","85"
"7/28/23 9:30 PM","29.97","86","59","3","SSE","0.00","74","17","23","24","84"
"7/28/23 9:45 PM","29.96","86","58","2","S","0.00","71","16","22","23","84"
"7/28/23 10:00 PM","29.95","86","60","1","S","0.00","73","16","23","24","85"
"7/28/23 10:15 PM","29.95","86","62","1","S","0.00","81","19","26","28","84"
"7/28/23 10:30 PM","29.96","86","60","3","SSE","0.00","74","17","23","24","84"
"7/28/23 10:45 PM","29.96","86","60","5","SE","0.00","79","18","26","27","84"
"7/28/23 11:00 PM","29.95","86","61","3","SE","0.00","79","18","26","27","85"
"7/28/23 11:15 PM","29.95","86","64","4","SE","0.00","80","19","26","27","84"
"7/28/23 11:30 PM","29.96","85","66","3","SSE","0.00","84","19","28","29","84"
"7/28/23 11:45 PM","29.95","83","65","8","SSW","0.06","69","15","21","22","81"
"7/29/23 12:00 AM","29.95","79","69","4","SSW","0.01","57","11","15","17","78"
"7/29/23 12:15 AM","29.95","79","70","2","SSW","0.00","58","11","16","17","77"
"7/29/23 12:30 AM","29.95","80","74","3","S","0.00","63","13","18","19","78"
"7/29/23 12:45 AM","29.93","80","73","4","WSW","0.00","55","10","14","14","78"
"7/29/23 1:00 AM","29.93","80","72","2","WNW","0.00","55","11","14","15","78"
"7/29/23 1:15 AM","29.91","80","71","1","NW","0.00","51","9","12","13","79"
"7/29/23 1:30 AM","29.92","80","72","4","SSW","0.00","45","8","11","12","78"
"7/29/23 1:45 AM","29.91","79","72","5","S","0.00","39","8","10","10","77"
"7/29/23 2:00 AM","29.90","79","74","3","SSW","0.00","37","7","9","9","77"
"7/29/23 2:15 AM","29.89","78","74","3","SSW","0.00","40","8","10","10","77"
"7/29/23 2:30 AM","29.89","78","74","3","S","0.00","40","8","10","10","77"
"7/29/23 2:45 AM","29.90","78","75","5","S","0.00","46","9","11","12","76"
"7/29/23 3:00 AM","29.89","78","74","5","SSE","0.00","45","8","11","11","76"
"7/29/23 3:15 AM","29.88","78","74","4","SSE","0.00","52","9","12","13","76"
"7/29/23 3:30 AM","29.89","78","73","5","SE","0.00","47","9","11","12","76"
"7/29/23 3:45 AM","29.89","78","72","7","SE","0.00","36","7","9","9","76"
"7/29/23 4:00 AM","29.88","78","79","6","SE","0.00","37","7","9","9","76"
"7/29/23 4:15 AM","29.88","77","80","7","SE","0.00","41","8","10","10","75"
"7/29/23 4:30 AM","29.87","77","80","5","SE","0.00","41","8","10","10","75"
"7/29/23 4:45 AM","29.87","77","80","3","SE","0.00","40","8","10","10","75"
"7/29/23 5:00 AM","29.88","77","81","4","SSE","0.00","38","7","9","10","75"
"7/29/23 5:15 AM","29.88","76","83","4","S","0.00","40","8","10","10","75"
"7/29/23 5:30 AM","29.88","76","82","3","SSW","0.00","46","9","11","12","75"
"7/29/23 5:45 AM","29.87","76","83","3","S","0.00","49","9","12","12","75"
"7/29/23 6:00 AM","29.88","76","83","3","S","0.00","52","10","13","14","75"
"7/29/23 6:15 AM","29.87","76","82","4","S","0.00","52","10","13","14","75"
"7/29/23 6:30 AM","29.88","76","83","3","SSW","0.00","51","9","12","13","75"
