time_stamp,humidity,temperature,pressure,pm2.5_alt,pm1.0_atm,pm10.0_atm,local_datetime,Date
2023-08-09T04:00:00Z,47.567,80.034,1005.931,7.9,8.8415,12.889,2023-08-09T00:00:00Z,2023-08-09
2023-08-09T18:00:00Z,22.233,101.667,1006.475,20.5,19.375,31.3415,2023-08-09T14:00:00Z,2023-08-09
2023-08-09T12:00:00Z,48.166,79.4,1007.632,12.7,12.8395,21.4455,2023-08-09T08:00:00Z,2023-08-09
2023-08-09T11:00:00Z,51.4,77.4,1007.136,12,12.4795,20.0355,2023-08-09T07:00:00Z,2023-08-09
2023-08-09T16:00:00Z,26.3,97.034,1007.1,19.8,19.578,31.725,2023-08-09T12:00:00Z,2023-08-09
2023-08-09T03:00:00Z,47.1,80.8,1005.807,15.3,15.1245,27.6355,2023-08-08T23:00:00Z,2023-08-08
2023-08-09T19:00:00Z,21.4,102.767,1006.703,13.4,14.056,19.9515,2023-08-09T15:00:00Z,2023-08-09
2023-08-09T00:00:00Z,47.767,80.533,1005.154,5.2,5.72,8.5025,2023-08-08T20:00:00Z,2023-08-08
2023-08-09T01:00:00Z,48.3,81,1005.579,6.7,7.5405,10.932,2023-08-08T21:00:00Z,2023-08-08
2023-08-09T15:00:00Z,32.575,90.958,1007.46,13.4,14.703,22.1655,2023-08-09T11:00:00Z,2023-08-09
2023-08-09T21:00:00Z,26.566,97.4,1006.696,13,14.1145,20.353,2023-08-09T17:00:00Z,2023-08-09
2023-08-09T17:00:00Z,22.933,100.166,1006.791,24.7,21.8505,38.1095,2023-08-09T13:00:00Z,2023-08-09
2023-08-09T20:00:00Z,21.633,103.1,1006.872,18.4,17.2755,27.1275,2023-08-09T16:00:00Z,2023-08-09
2023-08-09T13:00:00Z,44,81.4,1007.823,9.7,10.78,16.3735,2023-08-09T09:00:00Z,2023-08-09
2023-08-09T14:00:00Z,38.466,85.167,1007.734,10.6,11.8905,17.98,2023-08-09T10:00:00Z,2023-08-09
2023-08-09T07:00:00Z,51.767,77.733,1005.402,8.1,9.018,13.3545,2023-08-09T03:00:00Z,2023-08-09
2023-08-09T06:00:00Z,51.267,78,1005.518,8.9,9.768,15.0815,2023-08-09T02:00:00Z,2023-08-09
2023-08-09T22:00:00Z,31.934,91.967,1006.598,11.9,12.887,19.4395,2023-08-09T18:00:00Z,2023-08-09
2023-08-09T02:00:00Z,49.167,80.242,1005.606,7.2,8.063,11.655,2023-08-08T22:00:00Z,2023-08-08
2023-08-09T23:00:00Z,34.334,89.067,1007.169,11.9,12.6165,19.7105,2023-08-09T19:00:00Z,2023-08-09
2023-08-09T09:00:00Z,53.767,76.267,1006.015,10.9,11.937,18.4,2023-08-09T05:00:00Z,2023-08-09
2023-08-09T05:00:00Z,48.5,79.367,1005.806,8.2,9.2095,13.515,2023-08-09T01:00:00Z,2023-08-09
2023-08-09T08:00:00Z,52.5,77.133,1005.659,11.4,12.199,19.298,2023-08-09T04:00:00Z,2023-08-09
2023-08-09T10:00:00Z,53.8,76.167,1006.606,11.6,12.0535,19.67,2023-08-09T06:00:00Z,2023-08-09
2023-08-01T00:00:00Z,37.534,86.1,1015.374,6.7,8.017,11.533,2023-07-31T20:00:00Z,2023-07-31
2023-08-01T14:00:00Z,26.7,84.1,1020.336,2.5,2.3615,3.785,2023-08-01T10:00:00Z,2023-08-01
2023-08-01T19:00:00Z,18.733,94.967,1019.287,2.7,2.279,3.612,2023-08-01T15:00:00Z,2023-08-01
2023-08-01T01:00:00Z,35.8,84.367,1016.326,6.4,6.79,10.652,2023-07-31T21:00:00Z,2023-07-31
2023-08-01T09:00:00Z,46.3,77.367,1018.529,5.7,5.585,9.2755,2023-08-01T05:00:00Z,2023-08-01
2023-08-01T20:00:00Z,20.633,93.7,1019.13,2.7,2.445,3.8015,2023-08-01T16:00:00Z,2023-08-01
2023-08-01T02:00:00Z,33.767,84,1016.899,8.5,8.609,14.1135,2023-07-31T22:00:00Z,2023-07-31
