time_stamp,humidity,temperature,pressure,pm2.5_alt,pm1.0_atm,pm10.0_atm,local_datetime,Date
2023-09-18T17:00:00Z,69.867,71.966,980.89,2,1.457,2.614,2023-09-18T13:00:00Z,2023-09-18
2023-09-26T03:00:00Z,69.434,62,996.764,10.5,10.252,18.9225,2023-09-25T23:00:00Z,2023-09-25
2023-09-26T16:00:00Z,61.967,66.6,1000.365,11.4,10.495,20.6795,2023-09-26T12:00:00Z,2023-09-26
2023-09-26T15:00:00Z,65.167,65.9,1000.313,11.9,10.779,21.599,2023-09-26T11:00:00Z,2023-09-26
2023-09-26T17:00:00Z,61.334,67.1,1000.08,10.7,9.857,19.4205,2023-09-26T13:00:00Z,2023-09-26
2023-09-26T13:00:00Z,69.034,62.967,1000.235,11,10.0675,20.0245,2023-09-26T09:00:00Z,2023-09-26
2023-09-26T02:00:00Z,70,61.533,996.842,8.9,8.812,16.223,2023-09-25T22:00:00Z,2023-09-25
2023-09-26T23:00:00Z,65.067,62.2,1000.286,8.9,8.3375,15.977,2023-09-26T19:00:00Z,2023-09-26
2023-09-26T05:00:00Z,68.834,62,997.662,12.4,12.1045,22.665,2023-09-26T01:00:00Z,2023-09-26
2023-09-26T08:00:00Z,67.767,62,997.332,12.2,11.3715,22.169,2023-09-26T04:00:00Z,2023-09-26
2023-09-26T20:00:00Z,54.666,68.1,999.749,9.7,8.977,17.6175,2023-09-26T16:00:00Z,2023-09-26
2023-09-26T12:00:00Z,69,62.433,999.705,10.3,9.635,18.8035,2023-09-26T08:00:00Z,2023-09-26
2023-09-26T09:00:00Z,67,61.8,997.554,10.7,9.896,19.544,2023-09-26T05:00:00Z,2023-09-26
2023-09-26T10:00:00Z,67.534,62,998.657,10,9.3085,18.154,2023-09-26T06:00:00Z,2023-09-26
2023-09-26T04:00:00Z,68.9,62,997.126,11.2,10.869,20.347,2023-09-26T00:00:00Z,2023-09-26
2023-09-26T11:00:00Z,68.833,62,999.233,10.1,9.442,18.322,2023-09-26T07:00:00Z,2023-09-26
2023-09-26T21:00:00Z,58.133,67.133,999.663,9.4,8.64,16.839,2023-09-26T17:00:00Z,2023-09-26
2023-09-26T18:00:00Z,59.9,67.5,999.921,10.2,9.5185,18.4425,2023-09-26T14:00:00Z,2023-09-26
2023-09-26T14:00:00Z,68.534,64.2,1000.253,11.5,10.634,20.7505,2023-09-26T10:00:00Z,2023-09-26
2023-09-26T01:00:00Z,69.5,61.233,996.572,8.1,8.068,14.609,2023-09-25T21:00:00Z,2023-09-25
2023-09-26T06:00:00Z,68.534,62,997.515,13.6,13.109,24.9255,2023-09-26T02:00:00Z,2023-09-26
2023-09-26T22:00:00Z,62.4,65.5,999.935,9.1,8.49,16.346,2023-09-26T18:00:00Z,2023-09-26
2023-09-26T07:00:00Z,68,62,997.136,13.4,12.768,24.6395,2023-09-26T03:00:00Z,2023-09-26
2023-09-26T19:00:00Z,55.7,68.067,999.777,10,9.2,18.023,2023-09-26T15:00:00Z,2023-09-26
2023-09-26T00:00:00Z,69.6,62.733,996.248,6.5,6.217,11.409,2023-09-25T20:00:00Z,2023-09-25
2023-09-25T21:00:00Z,71,64,993.979,1.8,0.831,2.3585,2023-09-25T17:00:00Z,2023-09-25
2023-09-25T14:00:00Z,71,65,990.263,0.1,0,0.02,2023-09-25T10:00:00Z,2023-09-25
2023-09-25T15:00:00Z,71,65.1,990.701,0.1,0,0.013,2023-09-25T11:00:00Z,2023-09-25
2023-09-25T02:00:00Z,71,66,988.135,0.2,0,0.012,2023-09-24T22:00:00Z,2023-09-24
2023-09-25T23:00:00Z,70.166,63.966,995.397,4.6,4.2565,7.8205,2023-09-25T19:00:00Z,2023-09-25
2023-09-25T10:00:00Z,70.3,65,988.37,0.1,0,0.022,2023-09-25T06:00:00Z,2023-09-25
2023-09-25T20:00:00Z,70.433,63.966,993.643,2.9,2.059,4.488,2023-09-25T16:00:00Z,2023-09-25
2023-09-25T12:00:00Z,70.3,65,989.238,0.1,0,0.0105,2023-09-25T08:00:00Z,2023-09-25
2023-09-25T09:00:00Z,70.966,65,987.89,0.1,0,0.0195,2023-09-25T05:00:00Z,2023-09-25
2023-09-25T11:00:00Z,70.133,65,988.854,0.1,0,0.019,2023-09-25T07:00:00Z,2023-09-25
2023-09-25T01:00:00Z,71,66.133,988.204,0.2,0,0.0315,2023-09-24T21:00:00Z,2023-09-24
2023-09-25T16:00:00Z,70.133,65.934,991.746,0.4,0.0005,0.0715,2023-09-25T12:00:00Z,2023-09-25
2023-09-25T22:00:00Z,71,64,994.885,2.4,1.59,3.529,2023-09-25T18:00:00Z,2023-09-25
2023-09-25T13:00:00Z,70.934,65,989.732,0.1,0,0.0095,2023-09-25T09:00:00Z,2023-09-25
2023-09-25T07:00:00Z,71.034,65.166,987.32,0.1,0,0.013,2023-09-25T03:00:00Z,2023-09-25
2023-09-25T05:00:00Z,71.034,66,987.787,0.1,0,0.0015,2023-09-25T01:00:00Z,2023-09-25
2023-09-25T06:00:00Z,71.034,65.6,987.441,0.1,0,0.003,2023-09-25T02:00:00Z,2023-09-25
2023-09-25T04:00:00Z,70.966,65.834,987.593,0.1,0,0.0285,2023-09-25T00:00:00Z,2023-09-25
2023-09-25T08:00:00Z,71.166,65,987.62,0.1,0,0.0095,2023-09-25T04:00:00Z,2023-09-25
2023-09-25T17:00:00Z,68.933,64.633,992.553,0.8,0.08,0.6385,2023-09-25T13:00:00Z,2023-09-25
2023-09-25T18:00:00Z,69.166,63.8,992.911,1.2,0.199,1.206,2023-09-25T14:00:00Z,2023-09-25
2023-09-25T19:00:00Z,70.034,63.966,993.082,2.4,1.5025,3.6665,2023-09-25T15:00:00Z,2023-09-25
2023-09-25T03:00:00Z,70.966,66,987.994,0.1,0,0.0245,2023-09-24T23:00:00Z,2023-09-24
2023-09-25T00:00:00Z,71.1,66.034,988.16,0.2,0,0.0485,2023-09-24T20:00:00Z,2023-09-24
2023-10-01T21:00:00Z,55,79.333,993.297,5.1,4.385,8.849,2023-10-01T17:00:00Z,2023-10-01
2023-10-01T23:00:00Z,63.9,72.534,993.993,6.9,6.7825,12.4665,2023-10-01T19:00:00Z,2023-10-01
2023-10-01T03:00:00Z,68.6,62.933,994.945,7,6.7075,12.778,2023-09-30T23:00:00Z,2023-09-30
2023-10-01T01:00:00Z,70.133,65.666,995.291,11,11.463,19.9645,2023-09-30T21:00:00Z,2023-09-30
